Id,Name,2021-08-25 10:08:15,2021-08-26 10:06:01,2021-08-27 10:11:09,2021-08-28 10:01:54,2021-08-29 10:07:46,2021-08-30 10:04:11,2021-08-31 10:06:53
5888672,ADATA XPG EMIX H30 + SOLOX F30,"119,000","119,000","119,000","119,000","119,000","119,000","119,000"
14778497,AJAZZ AX365 7.1 채널 게이밍 해드셋,"해외구매_25,300|정품_36,000","정품_36,000|해외구매_29,900","해외구매_29,900|정품_36,000","해외구매_29,900|정품_36,000","정품_36,000|해외구매_27,257","정품_36,000|해외구매_29,900","정품_36,000|해외구매_29,900"
14778488,AJAZZ AX365 7.1 채널 게이밍 해드셋,"정품_36,000|해외구매_25,300","정품_36,000|해외구매_29,900",0,0,0,0,"해외구매_29,900|정품_36,000"
12665285,ANYZEN AZ-3355 스테레오 게이밍 헤드셋,"11,060","11,060","11,060",0,"11,060","11,060","11,060"
10651296,ANYZEN AZ-380 게이밍 헤드셋,"9,900","9,900",0,0,0,0,0
12665087,ANYZEN AZ-580 스테레오 게이밍 헤드셋,"11,040","11,040","11,040","11,040","11,040","11,040","11,040"
13484066,ASUS ASUS ROG DELTA S,"정품_249,000|해외구매_293,150","정품_259,000|해외구매_293,100","정품_259,000|해외구매_293,100","정품_259,000|해외구매_293,100","정품_259,000|해외구매_293,100","정품_259,000|해외구매_293,100","정품_259,000|해외구매_293,100"
2692054,ASUS Cerberus 게이밍 헤드셋,"정품_72,100",0,0,0,0,0,0
4922078,ASUS ROG Centurion True 7.1,"정품_299,000","정품_299,000","정품_299,000","정품_299,000","정품_299,000","정품_299,000","정품_299,000"
6624229,ASUS ROG DELTA,"해외구매_186,990|정품_239,000","해외구매_186,990|정품_239,000","해외구매_186,990|정품_239,000","해외구매_186,990|정품_239,000","해외구매_186,990|정품_239,000","해외구매_186,990|정품_239,000","해외구매_186,990|정품_239,000"
7207030,ASUS ROG DELTA CORE,"정품_128,900","정품_128,900","정품_128,900","정품_128,900","정품_128,900","정품_128,900","정품_128,900"
5801543,ASUS ROG STRIX FUSION 300,"정품_139,000","정품_139,000","정품_139,000","정품_139,000","정품_139,000","정품_139,000","정품_139,000"
8216701,ASUS ROG STRIX FUSION 300 PINK,"169,000","169,000","169,000","169,000","169,000","169,000","169,000"
13913654,ASUS ROG STRIX FUSION 300 PINK CROWN,"169,000","169,000","169,000","169,000","169,000","169,000","169,000"
7284919,ASUS ROG STRIX FUSION 700,"정품_299,000|해외구매_223,950","정품_299,000|해외구매_223,700","정품_299,000|해외구매_223,470","정품_299,000|해외구매_223,460","정품_299,000|해외구매_223,220","정품_299,000|해외구매_223,170","정품_299,000|해외구매_222,990"
7207225,ASUS ROG STRIX FUSION WIRELESS,"정품_149,000|해외구매_104,230","정품_149,000|해외구매_104,230","정품_149,000|해외구매_100,220","정품_149,000|해외구매_103,390","정품_149,000|해외구매_103,390","정품_149,000|해외구매_103,390","정품_149,000|해외구매_103,390"
11847379,ASUS ROG STRIX GO 2.4,"정품_239,000|해외구매_253,520","정품_249,000|해외구매_253,520","정품_249,000|해외구매_253,520","정품_249,000|해외구매_250,420","정품_249,000|해외구매_250,420","정품_249,000|해외구매_253,520","정품_249,000|해외구매_253,520"
15101150,ASUS ROG STRIX GO 2.4 Electro Punk,0,0,"해외구매_129,090|정품_259,000","해외구매_129,090|정품_258,950","해외구매_129,090|정품_258,950","해외구매_129,090|정품_259,000","정품_258,950|해외구매_129,090"
15101114,ASUS ROG STRIX GO 2.4 Electro Punk,0,0,"정품_259,000|해외구매_129,090","정품_258,950|해외구매_129,090",0,0,"해외구매_129,090|정품_258,950"
14962085,ASUS ROG STRIX GO CORE Moonlight White,"109,000","109,000","109,000","108,950","108,950","99,190","99,190"
12621641,ASUS ROG THETA 7.1,"해외구매_378,940","해외구매_378,940","해외구매_378,940","해외구매_378,940","해외구매_378,940","해외구매_378,940","해외구매_378,940"
10365117,ASUS ROG THETA 7.1채널,"정품_359,000","정품_359,000","정품_358,010","정품_359,000","정품_358,010","정품_358,010","정품_358,010"
3431208,ASUS STRIX 7.1채널,"해외구매_256,500","해외구매_256,500","해외구매_256,500","해외구매_256,500","해외구매_256,500",0,0
11470149,ASUS TUF Gaming H7 Wireless,"128,950","128,700","128,640","128,950","128,700","129,000","129,000"
10685517,ASUS TUF H3,"55,000","55,000","55,000","52,300","52,300","52,300","52,900"
14966087,ASUS TUF H3 WIRELESS,일시품절,"107,100","119,000","118,950","118,950","119,000","119,000"
1238727,Actto BKS-38 아이스크림 게이밍 헤드셋,0,"9,190","9,190","9,190","9,190","9,190","9,190"
2037683,Actto BKS-50,0,0,0,0,0,"7,490","7,490"
7117405,Actto BKS-78 USB 게이밍 헤드셋,"19,980","19,980","19,980","19,980",0,0,0
3282119,Actto GBKS-01,"11,540",0,0,0,0,0,0
14087807,Actto GBKS-12,"25,820","25,800","25,780","25,780","25,650","25,900","25,860"
14607980,Actto 브라이트 블루투스 헤드셋 BTH-08,"24,900","24,900","24,900","24,900","24,900","24,900","24,900"
5260655,Actto 팝팝 키즈 BKS-74,"22,630","22,330","22,330","23,230","23,230","22,930","22,930"
6560046,Audeze Mobius,"548,990","548,990","548,990","548,990","548,990","548,990","548,990"
14904944,Audeze Penrose,"정품_429,000|해외구매_492,330","해외구매_492,330|정품_429,000","해외구매_492,330|정품_429,000","해외구매_492,330|정품_428,950","해외구매_492,330|정품_428,700","해외구매_492,330|정품_428,460",0
14904935,Audeze Penrose,"정품_429,000|해외구매_492,330","정품_429,000|해외구매_492,330","정품_429,000|해외구매_492,330","정품_428,950|해외구매_492,330","정품_428,700|해외구매_492,330","정품_428,460|해외구매_492,330","해외구매_492,330|정품_428,280"
14904917,Audeze Penrose X,"정품_429,000|해외구매_497,390","정품_429,000|해외구매_497,150","해외구매_496,910|정품_429,000","해외구매_496,670|정품_428,950","해외구매_496,430|정품_428,700","해외구매_496,380|정품_428,460",0
14904911,Audeze Penrose X,"정품_429,000|해외구매_497,390","정품_429,000|해외구매_497,150","정품_429,000|해외구매_496,910","정품_428,950|해외구매_496,670","정품_428,700|해외구매_496,430","정품_428,460|해외구매_496,380","해외구매_496,190|정품_428,280"
14335184,BOYA BY-HP2,"해외구매_65,950|정품_122,450","해외구매_65,950|정품_122,450","해외구매_65,950|정품_122,450","해외구매_65,950|정품_121,750","해외구매_65,950|정품_122,450","해외구매_65,950|정품_122,450",0
13967537,BOYA BY-HP2,0,0,0,0,0,0,"해외구매_65,950|정품_121,750"
5448981,Britz KG20 가상 7.1채널 게이밍,"47,000","47,000","47,000","47,000","47,000","47,000","47,000"
11777194,Britz KG30,"55,000","55,000","55,000","55,000","55,000","55,000","55,000"
14273279,Britz 가상 7.1 채널 헤드셋 거치대 세트 BHST-K550,"34,500","34,500","34,500","34,500","34,500","34,500","34,370"
14272883,Britz 가상 7.1 채널 헤드셋 거치대 세트 BHST-K830,"43,240","43,240","43,240","43,240","43,240","43,240","43,240"
14273699,Britz 가상 7.1채널 헤드셋 거치대 세트 BHST-K33GH,"35,900","35,900","35,900","35,900","35,900","35,900","35,590"
12683798,Britz 브리츠인터내셔널 BA-MPK1 게이밍 헤드셋,"36,900","36,900","36,900","36,900","36,900","36,900","36,900"
12433733,Britz 브리츠인터내셔널 BZ-HK40,"76,500","76,500","76,500","76,500","76,500","76,500","76,500"
3216182,Britz 브리츠인터내셔널 G2 헤카테,"39,000","39,000","39,000","37,050","37,050","38,500","39,000"
6443249,Britz 브리츠인터내셔널 HS20 게이밍 헤드셋,"142,360","142,360","142,360","142,360","142,360","142,360","142,360"
6212432,Britz 브리츠인터내셔널 K150GH,0,"34,900","34,900","34,900",0,0,0
6222386,Britz 브리츠인터내셔널 K250GHV 가상 7.1채널 진동 LED 게이밍 헤드셋,"45,000","45,000","43,580","45,000","45,000","45,000","45,000"
6985690,Britz 브리츠인터내셔널 K33GH,"정품_17,900|2개, 정품_60,900","정품_17,900|2개, 정품_60,900","정품_17,900|2개, 정품_60,900","정품_17,900|2개, 정품_60,900","정품_17,900|2개, 정품_60,900","정품_17,900|2개, 정품_60,900","정품_17,900|2개, 정품_60,900"
4874516,Britz 브리츠인터내셔널 K35GH,"19,800","19,800","19,800","19,800","19,800","19,800","19,800"
10494042,Britz 브리츠인터내셔널 K360GH,"39,500","39,500","39,500","39,500","39,500","39,500","39,500"
10494114,Britz 브리츠인터내셔널 K380GH,"43,000","43,000","43,000","43,000","43,000","43,000","43,000"
6985324,Britz 브리츠인터내셔널 K38GH,"22,150","22,150","22,150","22,150","22,150","22,150","22,150"
7036246,Britz 브리츠인터내셔널 K460GH,"60,210","60,210","60,210","60,210","60,210","60,210","60,210"
1985862,Britz 브리츠인터내셔널 K550,"16,900","16,900","16,900","16,900","16,900","16,900","16,900"
12834641,Britz 브리츠인터내셔널 K71GH 가상 7.1채널 RGB 게이밍 헤드셋,"29,800","29,800","29,800","29,800","29,510","29,800","29,800"
12616313,Britz 브리츠인터내셔널 K820,"27,000","27,000","27,000","27,000","27,000","27,000","27,000"
2010541,Britz 브리츠인터내셔널 K830,"29,000","29,000","29,000","29,000","29,000","29,000","29,000"
12775880,Britz 브리츠인터내셔널 KG20 ENC PLUS 가상 7.1채널 게이밍 헤드셋,"47,000","47,000","47,000","47,000","47,000","47,000","47,000"
6696574,Britz 브리츠인터내셔널 KG40,"83,660","83,660","83,660","83,660","83,660","83,660","83,660"
9658488,Britz 브리츠인터내셔널 KG50,"79,000","79,000","79,000","79,000","79,000","79,000","79,000"
8098264,Britz 브리츠인터내셔널 KG95X 리얼 5.2 멀티채널 진동 게이밍 헤드셋,"89,000","89,000","89,000","89,000","89,000","89,000","89,000"
