Id,Name,2021-08-25 10:06:22,2021-08-26 10:04:16,2021-08-27 10:09:27,2021-08-28 10:00:25,2021-08-29 10:06:23,2021-08-30 10:02:55,2021-08-31 10:05:27
2654290,AION BOSSWIZ BOSS-K2,"19,880","19,880","19,880","19,880","19,880","19,880","19,880"
657636,AKG K141 MKII,0,"정품_238,000","정품_238,000","정품_238,000","해외구매_351,500","정품_407,000","정품_238,000"
1876747,AKG K167 Tiesto,"정품_235,880|해외구매_187,530","정품_235,880|해외구매_187,530","정품_235,880|해외구매_187,530","정품_235,880|해외구매_187,530","정품_235,880|해외구매_187,530","정품_235,880|해외구매_187,530","정품_235,880|해외구매_187,530"
657635,AKG K240 MKII,"정품_173,280","정품_173,040","정품_172,800","정품_172,560","정품_112,500","정품_172,070","정품_172,010"
664601,AKG K271 MKII,"정품_134,580|해외구매_212,540","정품_134,580|해외구매_212,540","정품_134,580|해외구매_212,540","정품_134,580|해외구매_212,540","정품_134,580|해외구매_212,540","정품_134,580|해외구매_212,540","정품_134,580|해외구매_212,540"
10692162,AKG K361-BT,"정품_135,590","정품_135,590","정품_135,590","정품_135,590","정품_135,590","정품_135,590","정품_135,590"
11482977,AKG K371,"정품_159,030","정품_159,030","정품_159,030","정품_159,030","정품_159,030","정품_159,030","정품_159,030"
10692249,AKG K371-BT,"정품_189,440","정품_189,390","정품_189,240","정품_189,140","정품_189,440","정품_189,390","정품_189,240"
758300,AKG K512,"정품_53,650","정품_53,650","정품_53,650","정품_53,650","정품_53,650","정품_53,650","정품_53,650"
796818,AKG K518 LE,"정품_66,950","정품_66,920","정품_66,810","정품_66,690","정품_66,560","정품_66,440","정품_66,360"
4394057,AKG K52,"해외구매_53,000|정품_33,000","해외구매_53,000|정품_33,000","해외구매_53,000|정품_33,000","해외구매_53,000|정품_33,000","해외구매_53,000|정품_33,000","해외구매_53,000|정품_33,000","해외구매_53,000|정품_33,000"
414826,AKG K530,"152,000","152,000","152,000","152,000","152,000","152,000","152,000"
2490201,AKG K545,"정품_223,200","정품_223,200","정품_223,200","정품_223,200","정품_223,200","정품_223,200","정품_223,200"
1487543,AKG K550,"정품_399,900","정품_399,900","정품_399,900","정품_399,900","해외구매_234,950","정품_174,780","정품_399,900"
