Id,Name,2025-01-01 10:47:56,2025-01-02 10:39:43,2025-01-03 10:40:37,2025-01-04 10:38:28,2025-01-05 13:03:56,2025-01-06 10:44:55,2025-01-07 10:41:36,2025-01-08 10:41:15,2025-01-09 11:08:04,2025-01-10 10:43:03,2025-01-11 10:40:49,2025-01-12 10:48:40,2025-01-13 10:45:25,2025-01-14 10:36:36,2025-01-15 10:38:48,2025-01-16 10:37:45,2025-01-17 10:37:33,2025-01-18 10:28:12,2025-01-19 10:43:46,2025-01-20 10:39:49,2025-01-21 10:37:50,2025-01-22 10:40:09,2025-01-23 10:38:44,2025-01-24 10:38:27,2025-01-25 10:27:07,2025-01-26 10:40:34,2025-01-27 10:40:16,2025-01-28 10:38:04,2025-01-29 10:38:22,2025-01-30 10:36:46,2025-01-31 10:38:33
15834833,AMD A4 3400 (라노),0,0,0,0,0,0,"중고_1,420","중고_1,340",0,"중고_1,340",0,0,0,"중고_1,400",0,"중고_1,390",0,"중고_1,390","중고_1,390","중고_1,390","중고_1,390",0,"중고_1,200",0,"중고_1,200",0,"중고_1,200","중고_1,200","중고_1,200","중고_1,200","중고_1,200"
18170813,AMD A4 7300 (리치랜드),"중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990","중고_1,990"
9736854,AMD EPYC 7232P (롬),0,0,0,"정품_924,000","정품_924,000","정품_924,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736752,AMD EPYC 7302 (롬),0,0,0,0,0,0,0,"정품_1,985,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"정품_1,983,510","정품_1,983,390"
9736764,AMD EPYC 7302P (롬),"정품_1,057,250","정품_1,057,220","정품_1,057,100","정품_1,056,980","정품_1,062,790","정품_1,062,790","정품_1,062,790","정품_1,062,690","정품_1,062,560","정품_1,062,450","정품_1,062,440","정품_1,062,410","정품_1,062,290","정품_1,062,170",0,0,0,0,0,0,0,"정품_1,061,210",0,0,0,0,0,0,0,0,0
16909040,AMD EPYC 7543 (밀라노),"정품_1,703,260","정품_1,703,160","정품_1,703,130","정품_1,703,010","정품_1,704,790","정품_1,704,790","정품_1,704,790","정품_1,704,690","정품_1,704,560","정품_1,704,450","정품_1,704,440","정품_1,704,410","정품_1,704,290","정품_1,704,170","정품_1,704,050","정품_1,703,930","정품_1,703,810","정품_1,703,690","정품_1,703,570","정품_1,703,450","정품_1,703,330","정품_1,703,210","정품_1,703,090","정품_1,702,970","정품_1,702,850","정품_1,702,730","정품_1,702,610","정품_1,702,510","정품_1,702,390","정품_1,702,270","정품_1,702,150"
9736071,AMD EPYC 7742 (롬),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"정품_12,799,910"
16908977,AMD EPYC 7763 (밀라노),"정품_13,699,990",0,"정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990",0,0,"정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990","정품_13,699,990"
28159028,AMD FX 4100 (잠베지),"중고_3,620","중고_3,590","중고_3,580","중고_3,560","중고_3,680","중고_3,680","중고_3,680","중고_3,600","중고_3,570","중고_3,550","중고_3,680","중고_3,650","중고_3,560","중고_3,680","중고_3,650","중고_3,680","중고_3,680","중고_3,680","중고_3,680","중고_3,680","중고_3,680","중고_3,670","중고_3,670","중고_3,660","중고_3,660","중고_3,680","중고_3,680","중고_3,710","중고_3,680",0,0
4143917,AMD FX 8300 (비쉐라),"중고_22,460","중고_22,430","중고_22,420","중고_22,390","중고_22,490","중고_22,490","중고_22,490","중고_22,490","중고_22,460","중고_22,430","중고_22,420","중고_22,390","중고_22,270","중고_22,500","중고_22,490","중고_22,490","중고_22,490","중고_22,490","중고_22,490","중고_22,490","중고_23,030","중고_22,790","중고_22,790","중고_22,790","중고_23,240","중고_23,030","중고_23,030","중고_22,490","중고_22,490","중고_22,490","중고_22,490"
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),"해외구매_944,890","해외구매_944,890","해외구매_944,890","해외구매_944,890","해외구매_944,900","해외구매_944,900","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200","해외구매_990,200"
