Id,Name,2021-10-08 14:55:43,2021-10-09 10:05:06,2021-10-10 13:08:53,2021-10-11 10:08:22,2021-10-12 10:10:55,2021-10-13 10:10:00,2021-10-14 10:07:12,2021-10-15 10:11:00,2021-10-16 10:12:51,2021-10-17 10:07:33,2021-10-18 10:11:51,2021-10-19 10:12:30,2021-10-20 10:11:43,2021-10-21 10:17:42,2021-10-21 21:56:11,2021-10-22 10:18:43,2021-10-23 10:09:39,2021-10-24 10:09:04,2021-10-25 10:10:16,2021-10-26 10:05:09,2021-10-27 10:05:48,2021-10-28 10:05:34,2021-10-29 10:05:11,2021-10-30 10:04:56,2021-10-31 10:08:33
2753144,2MONS 1.5U D280 핫스왑*2,0,"145,200","145,200","145,200","145,200","145,200","145,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919264,2MONS 1.5U D280 핫스왑*2 USB3.0,0,0,"156,200","156,200","156,200","156,200","110,880","110,880","110,880","110,880","110,880",0,0,0,"쿠팡_110,880|G마켓_149,600|(주)우린전자_156,200|옥션_157,250|인터파크_157,900","쿠팡_110,880|G마켓_149,600|(주)우린전자_156,200|옥션_157,250|인터파크_157,900","G마켓_157,890|인터파크_157,900|11번가_158,000|아토닉스_158,000|SSG.COM_158,000","G마켓_157,890|인터파크_157,900|11번가_158,000|아토닉스_158,000|SSG.COM_158,000","G마켓_157,890|인터파크_157,900|아토닉스_158,000|11번가_158,000|SSG.COM_158,000","SSG.COM_156,984|옥션_157,890|G마켓_157,890|인터파크_157,900|아토닉스_158,000","G마켓_157,890|인터파크_157,900|아토닉스_158,000|11번가_158,000|SSG.COM_158,000","G마켓_157,890|인터파크_157,900|11번가_158,000|아토닉스_158,000|SSG.COM_158,000","G마켓_157,890|인터파크_157,900|11번가_158,000|아토닉스_158,000|SSG.COM_158,000","G마켓_157,890|인터파크_157,900|11번가_158,000|아토닉스_158,000|SSG.COM_158,000","G마켓_157,890|인터파크_157,900|아토닉스_158,000|11번가_158,000|SSG.COM_158,000"
14706062,2MONS 1U D550 LIGHT,"110,000","110,000","110,000","110,000","110,000","110,000","110,000","110,000","110,000","110,000","110,000",0,0,0,"(주)우린전자_110,000|옥션_113,990|G마켓_113,990|인터파크_114,000|아토닉스_114,000","(주)우린전자_110,000|옥션_113,990|G마켓_113,990|아토닉스_114,000|11번가_114,000","G마켓_113,990|옥션_113,990|인터파크_114,000|코브텍_114,000|아토닉스_114,000","G마켓_113,990|옥션_113,990|아토닉스_114,000|요피씨_114,000|인터파크_114,000","G마켓_113,990|옥션_113,990|아토닉스_114,000|㈜한마음아이티_114,000|11번가_114,000","SSG.COM_110,553|옥션_113,990|G마켓_113,990|요피씨_114,000|인터파크_114,000","11번가_114,000|아이스타피씨_114,000|아토닉스_114,000|인터파크_114,000|롯데ON_114,000","G마켓_113,990|아토닉스_114,000|인터파크_114,000|피씨포맨_114,000|11번가_114,000","옥션_113,990|G마켓_113,990|인터파크_114,000|아토닉스_114,000|11번가_114,000","G마켓_113,990|옥션_113,990|11번가_114,000|㈜한마음아이티_114,000|아토닉스_114,000","옥션_113,990|G마켓_113,990|㈜한마음아이티_114,000|11번가_114,000|아토닉스_114,000"
3330848,2MONS 1U D550 에코 USB3.0,"126,500","126,500","126,500","126,500","126,500","126,500","126,500","126,500","126,500","126,500","126,500",0,0,0,"(주)우린전자_126,500|11번가_130,000|롯데ON_130,000|가이드컴_130,000|인터파크_130,000","(주)우린전자_126,500|인터파크_130,000|11번가_130,000|롯데ON_130,000|아토닉스_130,000","G마켓_129,990|롯데ON_130,000|아토닉스_130,000|인터파크_130,000|㈜근호컴_130,000","G마켓_129,990|인터파크_130,000|아토닉스_130,000|11번가_130,000|롯데ON_130,000","G마켓_129,990|인터파크_130,000|가이드컴_130,000|롯데ON_130,000|아이스타피씨_130,000","SSG.COM_127,133|옥션_129,990|G마켓_129,990|11번가_130,000|롯데ON_130,000","플레이몰_130,000|11번가_130,000|근호컴_130,000|인터파크_130,000|롯데ON_130,000","롯데ON_130,000|요피씨_130,000|인터파크_130,000|아토닉스_130,000|11번가_130,000","G마켓_129,990|인터파크_130,000|롯데ON_130,000|아토닉스_130,000|㈜한마음아이티_130,000","G마켓_129,990|근호컴_130,000|롯데ON_130,000|11번가_130,000|인터파크_130,000","G마켓_129,990|㈜한마음아이티_130,000|11번가_130,000|인터파크_130,000|가이드컴_130,000"
7025194,2MONS 1U ITX D250,"89,100","89,100","89,100","89,100","89,100","89,100","89,100","89,100","89,100","89,100","89,100",0,0,0,"(주)우린전자_89,100|G마켓_89,990|베이스캠프샵_90,000|인터파크_90,000|11번가_90,000","(주)우린전자_89,100|G마켓_89,990|베이스캠프샵_90,000|인터파크_90,000|11번가_90,000","G마켓_89,990|아토닉스_90,000|아이스타피씨_90,000|11번가_90,000|인터파크_90,000","G마켓_89,990|인터파크_90,000|요피씨_90,000|11번가_90,000|베이스캠프샵_90,000","G마켓_89,990|피씨포맨_90,000|인터파크_90,000|11번가_90,000|의영시스템_90,000","G마켓_89,990|인터파크_90,000|베이스캠프샵_90,000|11번가_90,000|플레이몰_90,000","쿠팡_87,720|G마켓_89,990|11번가_90,000|코브텍_90,000|인터파크_90,000","G마켓_87,710|쿠팡_87,720|11번가_90,000|아토닉스_90,000|인터파크_90,000","G마켓_87,710|쿠팡_87,720|의영시스템_90,000|11번가_90,000|인터파크_90,000","G마켓_87,710|쿠팡_87,720|플레이몰_90,000|인터파크_90,000|11번가_90,000","G마켓_87,710|쿠팡_87,720|11번가_90,000|코브텍_90,000|베이스캠프샵_90,000"
12024287,2MONS 1U LCD D400,"121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000",0,0,0,"(주)우린전자_121,000|옥션_123,990|베이스캠프샵_124,000|11번가_124,000|샵다나와_124,000","(주)우린전자_121,000|컴베스트_124,000|11번가_124,000|샵다나와_124,000|롯데ON_124,000","G마켓_123,990|옥션_123,990|컴베스트_124,000|11번가_124,000|피씨포맨_124,000","G마켓_123,990|옥션_123,990|11번가_124,000|아이스타피씨_124,000|의영시스템_124,000","11번가_124,000|요피씨_124,000|베이스캠프샵_124,000|샵다나와_124,000|롯데ON_124,000","SSG.COM_121,607|옥션_123,990|G마켓_123,990|컴베스트_124,000|11번가_124,000","아토닉스_124,000|11번가_124,000|㈜한마음아이티_124,000|샵다나와_124,000|롯데ON_124,000","의영시스템_124,000|요피씨_124,000|11번가_124,000|샵다나와_124,000|SSG.COM_124,000","G마켓_123,990|옥션_123,990|아이티엔조이_124,000|컴튜브_124,000|11번가_124,000","G마켓_123,990|옥션_123,990|11번가_124,000|의영시스템_124,000|㈜한마음아이티_124,000","옥션_123,990|G마켓_123,990|코브텍_124,000|컴튜브_124,000|11번가_124,000"
2910165,2MONS 2U D550 PLUS USB3.0,"94,600","94,600","94,600","94,600","94,600","94,600","94,600","94,600","94,600","94,600","94,600",0,0,0,"(주)우린전자_94,600|옥션_96,990|G마켓_96,990|인터파크_97,000|롯데ON_97,000","(주)우린전자_94,600|옥션_96,990|G마켓_96,990|롯데ON_97,000|아토닉스_97,000","옥션_96,990|G마켓_96,990|11번가_97,000|피씨포맨_97,000|인터파크_97,000","옥션_96,990|G마켓_96,990|11번가_97,000|아토닉스_97,000|㈜근호컴_97,000","옥션_96,990|G마켓_96,990|롯데ON_97,000|아이스타피씨_97,000|인터파크_97,000","SSG.COM_95,077|옥션_96,990|G마켓_96,990|11번가_97,000|아토닉스_97,000","옥션_96,990|G마켓_96,990|인터파크_97,000|롯데ON_97,000|11번가_97,000","옥션_96,990|G마켓_96,990|11번가_97,000|아토닉스_97,000|롯데ON_97,000","옥션_96,990|G마켓_96,990|인터파크_97,000|롯데ON_97,000|코브텍_97,000","옥션_96,990|G마켓_96,990|롯데ON_97,000|플레이몰_97,000|11번가_97,000","옥션_96,990|G마켓_96,990|롯데ON_97,000|11번가_97,000|㈜근호컴_97,000"
2753078,2MONS 2U D550 핫스왑*6,"225,500","225,500","225,500","225,500","225,500","225,500","225,500","225,500","225,500","225,500","225,500",0,0,0,"(주)우린전자_225,500|옥션_229,990|G마켓_229,990|인터파크_230,000|아토닉스_230,000","(주)우린전자_225,500|옥션_229,990|G마켓_229,990|인터파크_230,000|11번가_230,000","G마켓_229,990|피시포올_230,000|인터파크_230,000|아토닉스_230,000|11번가_230,000","G마켓_229,990|피시포올_230,000|아토닉스_230,000|11번가_230,000|인터파크_230,000","G마켓_229,990|피시포올_230,000|아토닉스_230,000|인터파크_230,000|11번가_230,000","G마켓_229,990|아토닉스_230,000|인터파크_230,000|11번가_230,000|초이스컴_230,000",0,0,0,0,0
2920397,2MONS 2U D550 핫스왑*6 USB3.0,"236,500","236,500","236,500","236,500","236,500","236,500","236,500","236,500","236,500","236,500","236,500",0,0,0,"옥션_229,590|쿠팡_229,600|(주)우린전자_236,500|G마켓_238,000|롯데ON_243,680","쿠팡_229,600|(주)우린전자_236,500|G마켓_238,000|옥션_238,000|롯데ON_243,680","쿠팡_229,600|옥션_230,430|G마켓_238,000|샵다나와_245,000|베이스캠프샵_245,000","쿠팡_229,600|옥션_230,430|G마켓_239,400|샵다나와_245,000|의영시스템_245,000","쿠팡_229,600|옥션_239,400|G마켓_239,400|샵다나와_245,000|11번가_245,000","쿠팡_229,600|G마켓_239,400|옥션_243,600|샵다나와_245,000|인터파크_245,000","쿠팡_229,600|옥션_243,600|G마켓_243,600|샵다나와_245,000|인터파크_245,000",0,0,0,0
10071663,2MONS 2U E-ATX D650,0,0,0,0,0,0,"90,000","90,000","91,560","91,560","91,560",0,0,0,"샵다나와_94,260|가이드컴_94,260|(주)우린전자_95,000|11번가_95,000|인터파크_95,000","샵다나와_94,260|가이드컴_94,260|㈜한마음아이티_95,000|인터파크_95,000|11번가_95,000","샵다나와_94,260|가이드컴_94,260|11번가_95,000|인터파크_95,000|㈜한마음아이티_95,000","샵다나와_94,260|가이드컴_94,260|11번가_95,000|인터파크_95,000|피씨포맨_95,000","샵다나와_94,260|가이드컴_94,260|피씨포맨_95,000|인터파크_95,000|11번가_95,000","샵다나와_94,260|가이드컴_94,260|11번가_95,000|인터파크_95,000|코브텍_95,000","샵다나와_94,260|가이드컴_94,260|아이스타피씨_95,000|인터파크_95,000|11번가_95,000","샵다나와_94,260|가이드컴_94,260|요피씨_95,000|11번가_95,000|인터파크_95,000","샵다나와_94,260|가이드컴_94,260|11번가_95,000|피씨포맨_95,000|인터파크_95,000","샵다나와_94,260|가이드컴_94,260|인터파크_95,000|피씨포맨_95,000|11번가_95,000","샵다나와_94,260|가이드컴_94,260|11번가_95,000|코브텍_95,000|인터파크_95,000"
