Id,Name,2021-10-08 14:55:38,2021-10-09 10:04:56,2021-10-10 13:08:48,2021-10-11 10:08:12,2021-10-12 10:10:42,2021-10-13 10:09:34,2021-10-14 10:06:58,2021-10-15 10:10:45,2021-10-16 10:12:40,2021-10-17 10:07:19,2021-10-18 10:11:48,2021-10-19 10:12:20,2021-10-20 10:11:29,2021-10-21 10:17:26,2021-10-21 21:56:02,2021-10-22 10:19:07,2021-10-23 10:09:28,2021-10-24 10:08:47,2021-10-25 10:10:04,2021-10-26 10:04:53,2021-10-27 10:05:39,2021-10-28 10:05:19,2021-10-29 10:05:09,2021-10-30 10:04:50,2021-10-31 10:08:25
13960964,ANKER Soundcore A3102,"정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_35,900|해외구매_54,990","정품_34,900|해외구매_54,990","정품_34,900|해외구매_54,990","정품_34,900|해외구매_54,990","정품_34,900|해외구매_54,990","정품_34,900|해외구매_54,990","정품_34,900|해외구매_54,990","정품_32,900|해외구매_54,990","정품_32,900|해외구매_54,990","정품_32,900|해외구매_54,990","정품_32,900|해외구매_54,990","정품_32,900|해외구매_54,990"
5828113,ANKER Soundcore A3102H11,0,0,"해외구매_47,340","해외구매_47,340","해외구매_47,340","해외구매_47,340","해외구매_47,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12686909,ANKER Soundcore Flare Mini,"정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900","정품_49,900|해외구매_66,900"
9597744,ANKER Soundcore Flare+,"해외구매_256,100","해외구매_256,100",0,"해외구매_256,100","해외구매_256,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499737,ANKER Soundcore Icon A3121,"정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900","정품_29,900",0,0,0,0,"프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900","프리스비쇼핑몰_29,900|티몬_29,900"
10006470,ANKER Soundcore Icon A3122,"정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900","정품_59,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12975560,ANKER Soundcore Icon plus,"해외구매_116,230","해외구매_116,230","해외구매_116,230","해외구매_116,230",0,0,0,"해외구매_116,230","해외구매_116,230","해외구매_116,230","해외구매_116,230",0,0,0,"롯데ON_116,230|쿠팡_116,300","롯데ON_116,230|쿠팡_116,300","롯데ON_116,230|쿠팡_116,300","롯데ON_116,230|쿠팡_116,300","롯데ON_116,230|쿠팡_116,300","롯데ON_116,230|쿠팡_116,300","롯데ON_116,230|쿠팡_116,300",0,0,0,0
13449473,ANKER Soundcore Mini 3,"정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900","정품_36,900",0,0,0,"옥션_36,900|이마트인터넷쇼핑몰_36,900|하이마트 쇼핑몰_36,900|인터파크_36,900|현대Hmall_36,900","이마트인터넷쇼핑몰_36,900|하이마트 쇼핑몰_36,900|신세계몰_36,900|인터파크_36,900|G마켓_36,900","G마켓_36,900|하이마트 쇼핑몰_36,900|인터파크_36,900|옥션_36,900|신세계몰_36,900","SSG.COM_36,900|G마켓_36,900|옥션_36,900|인터파크_36,900|쿠팡_36,900","이마트인터넷쇼핑몰_36,900|쿠팡_36,900|SSG.COM_36,900|신세계몰_36,900|G마켓_36,900","옥션_36,900|하이마트 쇼핑몰_36,900|현대Hmall_36,900|인터파크_36,900|G마켓_36,900","G마켓_36,900|하이마트 쇼핑몰_36,900|쿠팡_36,900|옥션_36,900|현대Hmall_36,900","하이마트 쇼핑몰_36,900|현대Hmall_36,900|G마켓_36,900|옥션_36,900|인터파크_36,900","G마켓_36,900|옥션_36,900|하이마트 쇼핑몰_36,900|쿠팡_36,900|현대Hmall_36,900","하이마트 쇼핑몰_36,900|인터파크_36,900|현대Hmall_36,900|쿠팡_36,900|옥션_36,900","현대Hmall_36,900|하이마트 쇼핑몰_36,900|G마켓_36,900|인터파크_36,900|쿠팡_36,900"
13647944,ANKER Soundcore Motion Boom,"해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_99,000","해외구매_143,990|정품_84,000","해외구매_143,990|정품_84,000","해외구매_143,990|정품_84,000","해외구매_143,990|정품_84,000"
10659435,ANKER Soundcore Motion Plus,정품_일시품절,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12060809,ANKER Soundcore Motion Plus A3116,"정품_147,030|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_149,700|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_150,410|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_128,000","정품_129,000|해외구매_111,700","정품_129,000|해외구매_111,700"
12990632,ANKER Soundcore Rave Neo A3395,0,0,"해외구매_155,590","해외구매_155,590","해외구매_155,590","해외구매_155,590","해외구매_155,590","해외구매_155,590",해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,해외구매_일시품절,0,0,0,0,0,0,0
10797105,ANKER Soundcore pro plus,0,0,"해외구매_152,200","해외구매_152,200","해외구매_152,200","해외구매_152,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5626894,ANKER Soundcore 부스트,"해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800","해외구매_78,800",0,0,0,"11번가_91,930|SSG.COM_91,950|Qoo10_93,270|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_93,270|쿠팡_95,850|옥션_96,000","11번가_85,320|SSG.COM_91,950|Qoo10_93,270|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_93,270|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_93,270|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_93,270|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_92,520|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_92,520|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_92,520|쿠팡_95,850|옥션_96,000","11번가_88,170|SSG.COM_91,950|Qoo10_92,520|쿠팡_95,850|옥션_96,000","11번가_91,930|SSG.COM_91,950|Qoo10_92,520|쿠팡_95,850|옥션_96,000"
12665285,ANYZEN AZ-3355 스테레오 게이밍 헤드셋,"11,460","11,410","11,230","11,110","11,010",0,0,"11,500","11,400","11,380","11,260",0,0,0,"G마켓_11,520|옥션_11,520|11번가_11,530|롯데ON_11,560|전자랜드 프라이스킹_11,660","옥션_11,490|11번가_11,500|G마켓_11,520|롯데ON_11,560|전자랜드 프라이스킹_11,660","옥션_11,370|11번가_11,380|G마켓_11,400|롯데ON_11,560|전자랜드 프라이스킹_11,660","옥션_11,250|11번가_11,260|G마켓_11,280|롯데ON_11,560|전자랜드 프라이스킹_11,660","G마켓_11,550|옥션_11,550|롯데ON_11,560|전자랜드 프라이스킹_11,660|아이스타피씨_11,700",0,0,0,0,0,0
10651296,ANYZEN AZ-380 게이밍 헤드셋,"9,830","9,770","9,900","9,900",0,0,0,0,0,0,"9,900",0,0,0,"아이티엔조이_9,900|옥션_10,510|G마켓_10,510|11번가_10,520|인터파크_10,610","아이티엔조이_9,900|옥션_10,480|G마켓_10,480|11번가_10,490|인터파크_10,610","초이스컴_9,900|옥션_10,450|11번가_10,460|G마켓_10,480|인터파크_10,610","아이티엔조이_9,900|11번가_10,340|G마켓_10,360|옥션_10,360|인터파크_10,610","아이티엔조이_9,900|옥션_10,330|G마켓_10,330|11번가_10,340|인터파크_10,610","아이티엔조이_9,900|11번가_10,220|옥션_10,240|G마켓_10,240|인터파크_10,610","초이스컴_9,900|G마켓_10,120|옥션_10,120|11번가_10,130|인터파크_10,610","아이티엔조이_9,900|11번가_10,010|G마켓_10,030|옥션_10,030|인터파크_10,610","초이스컴_9,900|11번가_9,900|옥션_9,920|G마켓_9,920|인터파크_10,610",0,0
12665087,ANYZEN AZ-580 스테레오 게이밍 헤드셋,"11,520","11,490","11,340","11,250","11,160","11,130","11,130","11,080","10,990","10,960","10,860",0,0,0,"옥션_11,430|G마켓_11,430|11번가_11,440|롯데ON_11,560|전자랜드 프라이스킹_11,660","옥션_11,400|11번가_11,410|G마켓_11,430|롯데ON_11,560|전자랜드 프라이스킹_11,660","옥션_11,280|11번가_11,290|G마켓_11,310|롯데ON_11,560|전자랜드 프라이스킹_11,660","11번가_11,170|G마켓_11,190|옥션_11,190|롯데ON_11,560|전자랜드 프라이스킹_11,660","G마켓_11,160|옥션_11,160|11번가_11,170|롯데ON_11,560|전자랜드 프라이스킹_11,660","11번가_11,530|G마켓_11,550|옥션_11,550|롯데ON_11,560|전자랜드 프라이스킹_11,660","G마켓_11,430|옥션_11,430|11번가_11,440|롯데ON_11,560|전자랜드 프라이스킹_11,660","11번가_11,410|옥션_11,430|G마켓_11,430|롯데ON_11,560|전자랜드 프라이스킹_11,660","11번가_11,290|옥션_11,310|G마켓_11,310|롯데ON_11,560|전자랜드 프라이스킹_11,660","옥션_11,160|11번가_11,170|G마켓_11,190|롯데ON_11,560|전자랜드 프라이스킹_11,660","11번가_11,110|옥션_11,120|G마켓_11,120|롯데ON_11,560|전자랜드 프라이스킹_11,660"
13613234,APF SPORTS BT-208,"36,520","36,520","36,520","36,520","36,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"티몬_34,860|쿠팡_34,860|위메프_36,660|SSG.COM_39,000|옥션_39,000","티몬_34,860|쿠팡_34,860|위메프_36,660|G마켓_39,000|옥션_39,000","티몬_34,860|쿠팡_34,860|위메프_36,660|G마켓_39,000|옥션_39,000"
13613519,APF SPORTS BT-209,0,0,0,0,0,0,0,0,"33,370","33,370","33,370",0,0,0,"티몬_33,370|쿠팡_34,000|G마켓_34,000|위메프_34,000|SSG.COM_34,000","티몬_33,370|옥션_34,000|쿠팡_34,000|G마켓_34,000|SSG.COM_34,000",0,0,0,0,0,0,"티몬_33,370|SSG.COM_34,000|G마켓_34,000|쿠팡_34,000|옥션_34,000","티몬_33,370|옥션_34,000|쿠팡_34,000|SSG.COM_34,000|위메프_34,000","티몬_33,370|위메프_34,000|쿠팡_34,000|SSG.COM_34,000|옥션_34,000"
14598962,APOINT 캔디 스피커,"4,960","4,960","4,960","4,960","4,960","4,960","4,960","4,960","4,960","4,960","4,960",0,0,0,"티몬_4,960|G마켓_5,110|옥션_5,110|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,110|옥션_5,110|인터파크_5,490|G9_5,800","티몬_4,960|옥션_5,050|G마켓_5,110|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,050|옥션_5,050|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,050|옥션_5,050|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,050|옥션_5,140|인터파크_5,490|G9_5,800","티몬_4,960|옥션_5,140|G마켓_5,140|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,140|옥션_5,140|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,140|옥션_5,140|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,140|옥션_5,200|인터파크_5,490|G9_5,800","티몬_4,960|G마켓_5,200|옥션_5,200|인터파크_5,490|G9_5,800"
13484066,ASUS ASUS ROG DELTA S,"정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_253,430|해외구매_293,150","정품_253,430|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_293,150","정품_259,000|해외구매_318,000","정품_259,000|해외구매_318,000","정품_259,000|해외구매_318,000","정품_259,000|해외구매_318,000","정품_259,000|해외구매_318,000","정품_259,000|해외구매_324,400","정품_259,000|해외구매_324,400","정품_259,000|해외구매_324,400","정품_259,000|해외구매_324,400","정품_258,940|해외구매_324,400","정품_258,710|해외구매_324,400","정품_258,770|해외구매_275,000","정품_259,000|해외구매_275,000"
2692054,ASUS Cerberus 게이밍 헤드셋 (정품),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"아이스타피씨_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","아이스타피씨_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","아이스타피씨_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","아이스타피씨_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","초이스컴_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","아이스타피씨_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","초이스컴_72,100|옥션_74,060|G마켓_74,060|인터파크_74,070|샵다나와_76,320","아이스타피씨_72,100|G마켓_74,060|인터파크_74,070|옥션_74,800|샵다나와_76,320","초이스컴_72,100|G마켓_74,060|인터파크_74,070|옥션_74,800|샵다나와_76,320"
4922078,ASUS ROG Centurion True 7.1,"정품_299,000","정품_299,000","정품_292,570","정품_292,570","정품_299,000","정품_299,000","정품_299,000","정품_299,000","정품_299,000","정품_299,000","정품_299,000",0,0,0,"롯데ON_299,000|인터파크_299,000|11번가_299,000|위메프_299,000|G마켓_299,000","지앤케이솔루션_299,000|롯데ON_299,000|SSG.COM_299,000|인터파크_299,000|11번가_299,000","롯데ON_299,000|SSG.COM_299,000|히트정보_299,000|G마켓_299,000|옥션_299,000","롯데ON_299,000|11번가_299,000|SSG.COM_299,000|인터파크_299,000|옥션_299,000","SSG.COM_299,000|G마켓_299,000|옥션_299,000|11번가_299,000|게이밍기어 샵_299,000","N 쇼핑몰_299,000|롯데ON_299,000|옥션_299,000|인터파크_299,000|SSG.COM_299,000","N 쇼핑몰_299,000|11번가_299,000|옥션_299,000|인터파크_299,000|롯데ON_299,000","SSG.COM_299,000|G마켓_299,000|게이밍기어 샵_299,000|인터파크_299,000|11번가_299,000","인터파크_299,000|G마켓_299,000|옥션_299,000|11번가_299,000|히트정보_299,000","11번가_299,000|지앤케이솔루션_299,000|옥션_299,000|SSG.COM_299,000|롯데ON_299,000","N 쇼핑몰_299,000|G마켓_299,000|11번가_299,000|SSG.COM_299,000|옥션_299,000"
6624229,ASUS ROG DELTA,"해외구매_162,730|정품_239,000","해외구매_153,550|정품_239,000","해외구매_153,550|정품_239,000","해외구매_153,550|정품_239,000","해외구매_153,550|정품_239,000","해외구매_153,550|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_177,910|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_236,600","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_186,950|정품_239,000","해외구매_185,900|정품_239,000","해외구매_186,950|정품_239,000"
7207030,ASUS ROG DELTA CORE,"정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000","정품_129,000",0,0,0,"쿠팡_112,080|G마켓_127,290|롯데ON_129,000|피시포올_129,000|인터파크_129,000","쿠팡_112,080|G마켓_127,290|가이드컴_129,000|피시포올_129,000|옥션_129,000","쿠팡_112,080|G마켓_117,980|SSG.COM_129,000|옥션_129,000|11번가_129,000","쿠팡_112,080|G마켓_118,680|롯데ON_129,000|옥션_129,000|인터파크_129,000","쿠팡_112,080|G마켓_118,680|엠티에프시스템_129,000|11번가_129,000|SSG.COM_129,000","쿠팡_112,080|G마켓_118,680|옥션_129,000|히트정보_129,000|SSG.COM_129,000","쿠팡_112,080|G마켓_120,760|SSG.COM_129,000|11번가_129,000|인터파크_129,000","정품_129,000|해외구매_124,920","정품_129,000|해외구매_124,920","정품_129,000|해외구매_129,020","정품_129,000|해외구매_127,700"
