Id,Name,2026-04-01 12:21:17,2026-04-02 11:46:53,2026-04-03 11:49:19,2026-04-04 11:39:59,2026-04-05 11:57:54,2026-04-06 11:58:58,2026-04-07 11:52:46,2026-04-08 11:53:30,2026-04-09 11:48:20
30167879,ASRock B650M PG Lightning + WiFi6E 모듈 패키지 디앤디컴,"139,392","139,392","139,392","139,392","139,392","139,392","139,392","139,392","139,392"
30622283,ASRock B650M PG Lightning + WiFi6E 모듈 패키지 에즈윈,"155,000","155,000","155,000","155,000","155,000","155,000","152,980","152,980","154,990"
46742996,ASRock B650M PG Lightning WiFi 디앤디컴,"185,020","185,020","185,020","185,020","170,000","170,000","170,000","170,000","170,000"
30300260,ASRock B650M PG Lightning 대원씨티에스,"112,710","115,160","114,690","114,560","114,090","113,970","113,970","113,820","112,800"
29908775,ASRock B650M PG Lightning 디앤디컴,"115,730","115,610","115,630","115,630","115,630","115,610","115,610","115,630","115,630"
28603964,ASRock B650M PG Lightning 에즈윈,"117,930","119,080","117,690","117,570","121,330","121,090","121,090","118,960","118,730"
63478082,ASRock B650M PG Riptide WiFi White 대원씨티에스,"259,000","259,000","259,000","259,000","259,000","259,000","259,000","259,000","259,000"
63269363,ASRock B650M PG Riptide WiFi White 디앤디컴,"241,950","241,810","241,670","241,530","241,500","241,360","241,190","240,970","240,690"
62791640,ASRock B650M PG Riptide WiFi White 에즈윈,"212,860","212,860","212,860","212,860","212,860","212,860","212,750","212,750","212,750"
17971604,ASRock B650M PG Riptide 대원씨티에스,"170,740","170,680","170,660","170,570","170,500","170,470","170,460","170,440","170,400"
17971253,ASRock B650M PG Riptide 에즈윈,"299,000","299,000","299,000","299,000","299,000","299,000","299,000","299,000","299,000"
21755828,ASRock B650M Pro RS + WiFi6E 모듈 패키지 디앤디컴,"222,220","222,220","227,000",0,"227,000","227,000","227,000","227,000","227,000"
20444672,ASRock B650M Pro RS WIFI 디앤디컴,"220,270","220,270","220,250","220,250","220,250","220,250","220,250","220,250","224,000"
21627827,ASRock B650M Pro RS 대원씨티에스,"165,000","165,000","165,000","165,000",0,0,0,0,0
20391572,ASRock B650M Pro RS 디앤디컴,"183,010","183,010","197,000",0,0,"197,000","197,000","197,000","197,000"
93702833,ASRock B650M Pro X3D WiFi 대원씨티에스,"167,620","167,260","167,140","166,760","166,680","166,650","166,440","166,420","166,280"
77786621,ASRock B650M Pro X3D WiFi 디앤디컴,"163,360","163,360","163,360","163,360","163,360","163,360","163,360","163,360","163,360"
93317309,ASRock B650M Pro X3D WiFi 에즈윈,"168,080","167,720","167,480","167,020","167,010","167,010","166,760","166,750","166,690"
77706647,ASRock B650M Pro X3D 대원씨티에스,"141,416","143,990","143,990","142,904","142,904","142,900","142,800","142,800","141,830"
77786816,ASRock B650M Pro X3D 디앤디컴,"139,392","139,392","139,392","139,392","139,392","139,392","139,392","139,392","139,392"
76509641,ASRock B650M Pro X3D 에즈윈,"145,210","144,850","144,730","144,810","144,850","144,830","144,810","144,810","144,670"
19536692,ASRock B650M-HDV/M.2 에즈윈,"186,680","186,680","186,680","186,680","186,680","186,680","186,680","186,680","186,680"
16089554,ASRock B660M Pro RS D4 에즈윈,0,0,0,0,0,"166,000",0,"166,000","166,000"
2951174,ASRock B75M (중고),"24,190","24,150","24,130","24,070","24,040","24,040","24,040","24,040","24,010"
18646934,ASRock B760M PG Riptide D5 에즈윈,"222,110","222,110","222,110","222,110","222,110","222,110",0,0,0
20103287,ASRock B760M Pro RS D5 + WiFi6E 모듈 패키지 디앤디컴,"171,040","171,040","171,040","171,040","171,040","171,040","171,040","171,040","171,040"
30638927,ASRock B760M Pro RS D5 + WiFi6E 모듈 패키지 에즈윈,"188,370","188,370","188,370","188,370","188,370","188,370","188,370","188,370","188,370"
31959920,ASRock B760M Pro RS D5 + WiFi7 모듈 패키지 디앤디컴,"192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000"
19498640,ASRock B760M Pro RS D5 디앤디컴,"142,772","142,772","142,772","142,772","142,772","142,772","142,772","142,772","142,772"
19536062,ASRock B760M Pro RS D5 에즈윈,"143,250","145,860","145,960","145,860","145,860","145,860","145,860","145,860","145,860"
69469049,ASRock B760M Pro RS D5 인텍앤컴퍼니,"169,000","169,000","169,000","169,000","170,620","170,620","168,890","168,890","168,890"
40895255,ASRock B760M Pro-A 에즈윈,"171,500","171,500","171,500","171,500","171,500","171,500","171,500","171,500","171,500"
106717613,ASRock B760M Pro-A 에즈윈 (벌크),"128,568","131,472","131,472","131,472","131,472","131,472","131,472","131,472","131,450"
69468977,ASRock B760M Pro-A 인텍앤컴퍼니,"143,352","132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000"
106749107,ASRock B760M Pro-A/D4 디앤디컴,"137,703","137,272","137,272","134,552","134,552","134,552","138,070","134,552","136,800"
109483313,ASRock B760M Pro-A/D4 에즈윈,가격비교예정,"140,850","140,780","140,760","140,760","134,552","141,000","134,552","134,552"
20536331,ASRock B760M-HDVP D5 에즈윈 (벌크),"119,152","121,880","121,880","121,880","121,880","121,880","121,770","121,770","121,870"
90643637,ASRock B760M-HDVP D5 인텍앤컴퍼니 (벌크),"123,552","126,456","126,456","126,456","126,456","126,456","126,350",0,"126,450"
99714806,ASRock B760M-X Gen5 에즈윈 (벌크),"119,152","121,880","121,880","121,880","121,880","121,880","121,880","121,880","121,830"
97702355,ASRock B850 Challenger WiFi 7 White 대원씨티에스,"255,290","255,390","255,270","255,390","255,390","255,260","255,150","255,150","255,150"
99054896,ASRock B850 Challenger WiFi 7 White 디앤디컴,"229,600","229,600","229,600","229,600","229,600","229,600","229,600","229,600","229,600"
100383200,ASRock B850 Challenger WiFi 7 White 에즈윈,"269,520","265,050","265,050","265,050","129,000","129,000","265,050","265,050","265,050"
97702418,ASRock B850 Challenger WiFi 7 대원씨티에스,"247,500","247,500","247,500","247,500","250,550","250,550","247,500","247,500","247,500"
74250353,ASRock B850 LiveMixer WiFi 대원씨티에스,"279,970","279,920","279,850","279,830","279,750","279,710","279,710","279,710","279,670"
75939005,ASRock B850 Pro RS WiFi 대원씨티에스,"224,900","230,590","230,590","230,540","230,552","230,552","230,552","230,552","230,552"
74340596,ASRock B850 Pro RS WiFi 디앤디컴,"254,130","254,100","254,010","253,130","253,140","253,140","253,140","253,140","252,490"
73952600,ASRock B850 Pro RS WiFi 에즈윈,"240,400","240,400","240,400","240,400","245,050","245,050","245,050","245,050","245,050"
73952525,ASRock B850 Pro RS 에즈윈,"241,080","240,840","240,720","240,480","240,480","240,350","240,240","240,120","239,980"
79410761,ASRock B850 Pro-A WiFi 디앤디컴,"220,960","220,960","220,960","220,960","220,960","220,960","220,960","220,960","220,960"
78990293,ASRock B850 Pro-A WiFi 에즈윈,"230,550","230,190","230,070","229,830","229,350","229,220","229,110","228,990","228,980"
74250455,ASRock B850 Pro-A 대원씨티에스,"214,330","214,290","214,270","214,250","214,170","214,140","214,140","214,140","214,140"
74341610,ASRock B850 Pro-A 디앤디컴,"211,360","211,360","211,360","211,360","211,360","211,360","211,360","211,360","211,360"
74999933,ASRock B850 Pro-A 에즈윈,"220,010","220,010","220,010","220,000","220,000","220,000","222,010","222,000","221,750"
74250557,ASRock B850 Riptide WiFi 대원씨티에스,"294,660","294,590","294,520","294,500","294,420","294,400","294,400","294,400","294,400"
107958404,ASRock B850 Rock WiFi 7 대원씨티에스,"232,890","232,890","232,870","232,860","232,860","232,860","232,870","230,860","232,870"
106717493,ASRock B850 Rock WiFi 7 에즈윈,"227,050","227,050","227,050","227,050","227,050","227,050","227,050","227,050","227,050"
74340710,ASRock B850 스틸레전드 WiFi 디앤디컴,"290,070","290,070","290,070","285,270","285,270","285,270","285,270","285,270","285,270"
77278937,ASRock B850 스틸레전드 WiFi 에즈윈,"299,210","299,170","299,130","299,100","299,030","299,010","299,010","299,000","301,790"
77278676,ASRock B850I Lightning WiFi 대원씨티에스,"336,570","336,500","336,430","336,410","336,330","336,310","336,310","336,310","336,310"
73952591,ASRock B850I Lightning WiFi 에즈윈,"326,100","326,100","326,100","326,100","338,520","338,520","338,510","326,100","326,100"
107956478,ASRock B850M Challenger WiFi 7 White 대원씨티에스,"244,610","244,590","244,110","243,620","243,190","243,090","243,030","242,990","243,030"
107768525,ASRock B850M Challenger WiFi 7 White 디앤디컴,"243,250","243,690","243,670","242,590","242,590","242,600","242,600","242,600","242,580"
106728485,ASRock B850M Challenger WiFi 7 White 에즈윈,"242,250","242,250","242,250","242,250","242,250","242,250","242,250","242,250","242,250"
93804581,ASRock B850M Pro Plus WiFi 디앤디컴,"220,960","220,960","220,960","220,960","220,960","220,960","220,950","220,950","220,950"
78534680,ASRock B850M Pro RS + WiFi6E 모듈 패키지 디앤디컴,"252,700","252,670","255,020","253,130","253,150","253,150","253,140","253,140","253,110"
94028396,ASRock B850M Pro RS WiFi WHITE 대원씨티에스,"208,630","208,630","208,630","208,620","208,620","208,620","212,000","208,620","210,000"
93803822,ASRock B850M Pro RS WiFi WHITE 디앤디컴,"211,350","211,350","211,350","211,350","211,350","211,350","211,350","211,350","211,350"
75600851,ASRock B850M Pro RS WiFi 디앤디컴,"198,200","198,150","198,140","198,120","198,040","198,020","198,020","198,020","198,000"
73952732,ASRock B850M Pro RS WiFi 에즈윈,"209,680","209,310","208,840","208,720","208,240","208,120","208,120","208,120","208,120"
75538394,ASRock B850M Pro RS 대원씨티에스,"185,100","189,790","189,790","189,790","189,800","189,800","189,800","189,800","189,800"
75600842,ASRock B850M Pro RS 디앤디컴,"192,160","192,160","192,160","192,160","192,160","192,160","192,160","192,160","192,160"
73952729,ASRock B850M Pro RS 에즈윈,"198,980","202,910","202,910","202,890","202,900","202,900","202,990","202,870","202,850"
75540665,ASRock B850M Pro-A WiFi 대원씨티에스,"184,500","189,190","189,190","189,180","189,190","189,190","189,200","189,200","189,200"
79553249,ASRock B850M Pro-A WiFi 디앤디컴,"181,600","181,600","181,490","181,490","181,490","181,590","181,490","181,490","181,590"
74341325,ASRock B850M Pro-A WiFi 에즈윈,"188,880","193,040","192,920","191,960","191,480","191,240","189,290","191,320","191,280"
75538754,ASRock B850M Pro-A 대원씨티에스,"173,300","177,700","177,700","177,700","177,700","177,700","177,700","177,700","177,700"
75724184,ASRock B850M Pro-A 디앤디컴,"172,000","172,000","172,000","170,800","170,800","170,800","170,790","170,790","170,790"
74341163,ASRock B850M Pro-A 에즈윈,"157,500","161,600","161,590","161,590","161,520","161,300","161,480","161,470","161,220"
77705072,ASRock B850M Riptide WiFi 대원씨티에스,"224,900","230,590","230,590","230,540","230,552","230,552","230,552","230,552","230,552"
107960645,ASRock B850M Rock WiFi 대원씨티에스,"191,660","191,630","191,140","191,060","191,000","191,000","191,000","191,000","190,990"
106717577,ASRock B850M Rock WiFi 에즈윈,"189,000","189,050","189,050","189,050","189,050","189,050","189,050","189,050","189,050"
