Id,Name,2026-07-01 13:25:55,2026-07-02 13:07:26,2026-07-03 12:50:59,2026-07-04 12:44:16,2026-07-05 13:02:56,2026-07-06 13:09:46,2026-07-07 13:00:25,2026-07-08 12:27:16,2026-07-09 12:52:40,2026-07-10 12:55:24,2026-07-11 12:22:24,2026-07-12 12:34:10,2026-07-13 12:36:51,2026-07-14 12:00:06
21651302,darkFlash SAVEMOST 500W 블랙,0,"37,380","37,380","37,380","37,380","37,380","37,380","37,380","37,380","37,380","37,380","37,380","37,380","37,380"
27941540,darkFlash SAVEMOST 600W 80PLUS스탠다드,0,"50,850","50,850","50,850","50,850","50,850","50,850","50,850","50,850","50,850","50,850","50,850","50,850","50,850"
60170783,darkFlash SAVEMOST 600W 80PLUS스탠다드 벌크,0,"50,330","50,330","50,330","50,330","50,330","50,330","50,330","50,330","50,330","49,290","49,290","50,320","50,320"
21651443,darkFlash SAVEMOST 600W 블랙,0,"42,880","42,880","42,880","42,880","42,880","42,880","42,880","42,880","42,880","42,880","42,700","42,700","42,700"
27941621,darkFlash SAVEMOST 700W 80PLUS스탠다드,0,"62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000"
60170801,darkFlash SAVEMOST 700W 80PLUS스탠다드 벌크,0,"61,080","61,080","61,080","61,080","61,080","61,080","61,080","61,080","61,080","61,080","61,070","61,070","61,070"
21651530,darkFlash SAVEMOST 700W 블랙,0,"46,940","46,940","46,940","46,940","46,930","46,930","46,930","46,930","46,930","46,930","46,920","46,920","46,440"
21547862,darkFlash UPMOST 1050W 80PLUS골드 풀모듈러 ATX3.0 블랙,0,"185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000"
21547892,darkFlash UPMOST 1050W 80PLUS골드 풀모듈러 ATX3.0 화이트,0,"179,860","179,850","179,850","179,850","179,850","179,850","179,850","179,850","179,850","179,850","179,850","179,850","179,850"
29340080,darkFlash UPMOST 1250W 80PLUS골드 풀모듈러 ATX3.0 블랙,0,"199,000","199,000","199,000","199,000","199,000","199,000","199,000","199,000","199,000","199,000","199,000","199,000","199,000"
29340092,darkFlash UPMOST 1250W 80PLUS골드 풀모듈러 ATX3.0 화이트,0,"192,700","192,700","192,700","192,700","192,700","192,700","192,700","192,700","192,700","192,700","192,700","192,700","192,700"
19813763,darkFlash UPMOST 750W 80PLUS골드 풀모듈러 블랙,0,"119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000"
19813847,darkFlash UPMOST 750W 80PLUS골드 풀모듈러 화이트,0,"124,000","124,000","124,000","124,000","124,000","124,000","124,000","124,000","124,000","124,000","124,000","124,000","124,000"
20709257,darkFlash UPMOST 850W 80PLUS골드 풀모듈러 ATX3.0 블랙,0,"165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000"
20709380,darkFlash UPMOST 850W 80PLUS골드 풀모듈러 ATX3.0 화이트,0,"169,000","169,000","169,000","169,000","169,000","169,000","169,000","169,000","169,000","169,000","169,000","169,000","169,000"
19814000,darkFlash UPMOST 850W 80PLUS골드 풀모듈러 블랙,0,"138,900","138,900","138,900","138,900","138,900","138,900","138,900","138,900","138,900","138,900","138,900","138,900","138,900"
19814027,darkFlash UPMOST 850W 80PLUS골드 풀모듈러 화이트,0,"147,280","147,280","147,280","147,280","147,280","147,280","147,280","147,280","147,280","147,280","147,280","147,280","141,600"
97356671,darkFlash 퍼펙트모스트 700W 80PLUS브론즈 ATX3.1 블랙,0,"66,210","66,210","66,210","66,210","66,200","66,200","66,200","66,200","66,200","66,200","66,200","66,200","66,200"
97356686,darkFlash 퍼펙트모스트 700W 80PLUS브론즈 ATX3.1 화이트,0,"68,800","68,800","68,800","68,800","71,160","71,160","71,160","71,160","71,160","71,160","71,150","71,150","71,150"
75938597,darkFlash 퍼펙트모스트 750W 80PLUS골드 풀모듈러 ATX3.1 블랙,0,"102,740","102,740","102,740","102,740","103,190","103,190","103,190","103,190","103,190","101,400","101,400","101,400","101,400"
75938603,darkFlash 퍼펙트모스트 750W 80PLUS골드 풀모듈러 ATX3.1 화이트,0,"107,970","107,970","107,970","107,970","107,970","107,970","107,970","107,970","107,970","107,970","107,960","107,960","107,960"
97356731,darkFlash 퍼펙트모스트 800W 80PLUS브론즈 ATX3.1 블랙,0,"73,960","73,960","73,960","73,960","73,930","73,930","73,930","73,930","73,930","73,930","73,930","73,930","73,930"
97356740,darkFlash 퍼펙트모스트 800W 80PLUS브론즈 ATX3.1 화이트,0,"77,360","77,360","77,360","77,360","77,330","77,330","77,330","77,330","77,330","77,330","77,330","77,330","77,330"
75938642,darkFlash 퍼펙트모스트 850W 80PLUS골드 풀모듈러 ATX3.1 블랙,0,"114,120","114,120","114,120","114,120","114,110","114,110","114,110","114,110","114,110","114,110","114,110","114,100","114,100"
75938654,darkFlash 퍼펙트모스트 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,0,"119,370","119,370","119,370","119,370","119,360","119,360","119,360","119,360","119,360","119,360","119,360","119,350","119,350"
10550613,topower Guardian TOP-600DG Single Rail 80PLUS브론즈,0,"58,920","58,920","58,920","58,920","58,920","58,920","58,920","58,920","58,000","58,000","58,000","58,000","58,000"
70678745,topower Guardian TOP-700DG 80PLUS브론즈 PCIE5.1 블랙,0,"71,740","71,700","71,680","71,680","71,660","71,520","71,490","71,440","70,010","69,990","69,970","69,950","69,930"
70678778,topower Guardian TOP-700DG 80PLUS브론즈 PCIE5.1 화이트,0,"74,970","74,970","74,970","74,970","74,970","74,970","74,970","74,970","74,970","74,970","74,970","74,970","74,970"
10550649,topower Guardian TOP-700DG Single Rail 80PLUS브론즈,0,0,0,0,0,0,0,0,0,"67,940","67,940",0,0,0
13150373,topower Guardian TOP-900DG 80PLUS스탠다드,0,0,0,0,"94,900","94,900","94,900","94,900","94,900","94,900","94,900","94,900",0,0
70679495,topower Guardian TOP-900DG 80PLUS스탠다드 PCIE5.1 블랙,0,"91,750","91,750","91,750","91,750","91,750","91,750","91,750","91,750","91,750","91,750","91,750","91,750","91,750"
70679501,topower Guardian TOP-900DG 80PLUS스탠다드 PCIE5.1 화이트,0,"99,610","99,570","99,550","99,550","99,530","99,280","99,280","99,280","97,190","97,170","97,150","97,130","97,110"
13150403,topower Guardian TOP-900DG 80PLUS스탠다드 화이트,0,"93,260","93,240","93,220","93,220","93,220","93,220","93,190","93,140","92,480","92,460","92,440","92,420","92,420"
11685743,topower TOP-500S 12VSD DUAL POWER 벌크,0,"31,680","31,660","31,640","31,640","31,640","31,640","31,590","31,540","31,350","31,330","31,310","31,290","31,290"
19554956,topower TOP-500S 12VSD 벌크,0,"31,790","31,790","31,790","31,790","31,790","31,790","31,790","31,790","31,350","31,350","31,350","31,350","31,350"
12125519,topower TOP-600S 12VSD V2 벌크,0,"35,710","35,690","35,670","35,670","35,670","35,670","35,640","35,590","35,220","35,200","35,180","35,160","35,160"
19555031,topower TOP-600S 12VSD 벌크,0,0,"35,320","35,300","35,300","35,300","35,300","35,260","35,220","35,010","35,000","35,000","35,000","35,000"
5870432,델타 UPS Agilon VX-600VA,0,"119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000","119,000",0,"119,000"
5724916,라이트컴 COMS 릴레이형 듀얼파워 커넥터 IE869,0,"5,800","5,800",0,"5,800","5,800","5,800","5,800","5,800",0,0,0,0,"5,800"
62176037,리안리 EDGE 1000 80PLUS플래티넘 블랙,0,"245,760","245,750","246,700","246,690","246,680","259,000","246,720","246,720","246,720","229,440","259,000","259,000","259,000"
62176049,리안리 EDGE 1000 80PLUS플래티넘 화이트,0,"254,870","256,240","255,340","255,340","255,200","255,180","254,680","254,680","254,680","238,310","255,070","251,760","251,760"
62176118,리안리 EDGE 1300 80PLUS플래티넘 화이트,0,"316,880","322,880","316,860","322,870","322,870","339,000","322,870","322,870","322,870","300,280","323,370","339,000","339,000"
62175968,리안리 EDGE 850 80PLUS플래티넘 블랙,0,"188,040","188,030","187,020","187,480","186,460","186,460","185,460","185,440","184,940","176,330","183,920","183,920","183,920"
62175980,리안리 EDGE 850 80PLUS플래티넘 화이트,0,"209,000","209,000","209,000","209,000","209,000","209,000","209,000","209,000","209,000","209,000","209,000","209,000","209,000"
76550288,리안리 EDGE GOLD 1000 블랙,0,"218,160","218,160","195,160","218,150","206,140","219,210","218,160","218,160","207,160","202,890","219,210","219,210","219,210"
76550333,리안리 EDGE GOLD 1000 화이트,0,"213,000","227,680","227,670","227,670","215,660","230,840","227,680","216,670","210,670","211,750","239,000","219,000","239,000"
76550438,리안리 EDGE GOLD 1200 블랙,0,"246,720","246,720","246,710","246,710","246,720","247,190","246,720","246,720","235,720","229,450","247,190","247,190","247,190"
76550468,리안리 EDGE GOLD 1200 화이트,0,"256,240","256,240","233,740","256,230","244,220","256,730","256,240","256,240","245,240","238,310","256,730","256,730","256,730"
76550060,리안리 EDGE GOLD 750 블랙,0,"141,920","141,920","141,910","141,910","141,920","149,000","141,920","141,920","141,920","131,990","149,000","149,000","149,000"
76550129,리안리 EDGE GOLD 850 블랙,0,"160,960","160,960","160,960","160,960","160,960","169,000","160,960","160,960","160,960","160,960","169,000","169,000","169,000"
76550153,리안리 EDGE GOLD 850 화이트,0,"170,480","170,480","170,470","170,470","170,480","179,000","170,480","170,480","159,480","158,550","179,000","179,000","179,000"
103449938,리안리 RS1000 80PLUS골드 with hub 블랙,0,"237,200","237,200","237,190","237,190","237,200","237,690","239,000","237,200","237,200","220,600","239,000","239,000","249,000"
103449986,리안리 RS1000 80PLUS골드 with hub 화이트,0,"237,200","237,200","237,190","237,190","237,200","237,690","237,200","237,200","237,200","220,600","239,000","239,000","239,000"
103449605,리안리 RS1000 80PLUS골드 블랙,0,"227,680","227,680","227,670","227,670","227,680","228,170","227,680","227,680","227,680","211,750","239,000","239,000","239,000"
103449815,리안리 RS1000 80PLUS골드 화이트,0,"227,680","227,680","227,670","227,670","227,680","228,170","227,680","227,680","227,680","211,750","239,000","239,000","239,000"
103450049,리안리 RS1200 80PLUS골드 with hub 블랙,0,"270,280","275,280","265,260","265,260","275,280","275,770","270,280","275,280","265,280","256,010","275,800","275,800","273,300"
103450091,리안리 RS1200 80PLUS골드 with hub 화이트,0,"275,280","265,280","265,270","275,270","275,280","265,280","270,280","275,280","265,280","256,010","289,000","289,000","271,500"
101628842,리안리 SP1000 80PLUS플래티넘 블랙,0,"322,860","322,860","322,850","322,740","322,710","322,710","322,710","322,880","322,880","300,280","300,280","325,870","339,000"
101628857,리안리 SP1000 80PLUS플래티넘 화이트,0,"322,880","322,880","322,870","322,870","322,880","327,600","322,880","322,880","322,880","300,280","307,360","325,870","339,000"
16490357,리안리 SP750 80PLUS골드 블랙,0,"231,980","231,980","231,980","231,980","231,980","231,980","231,980","231,980","231,980","231,980","231,980","231,980","231,980"
100695689,리안리 SP750 V2 80PLUS골드 블랙,0,"198,470","198,470","198,460","198,350","198,320","198,320","198,320","198,320","198,320","185,190","185,170","198,160","205,360"
100695704,리안리 SP750 V2 80PLUS골드 화이트,0,"199,120","199,120","199,110","199,110","199,120","204,820","199,120","199,120","199,120","185,190","204,820","204,820","204,820"
101628794,리안리 SP850 80PLUS플래티넘 블랙,0,"264,760","264,760","264,750","264,750","264,760","264,760","264,760","264,760","264,760","247,160","264,760","264,760","264,760"
101628830,리안리 SP850 80PLUS플래티넘 화이트,0,"265,750","265,750","265,250","264,710","263,220","264,210","263,710","263,710","263,210","247,150","264,210","263,610","263,610"
100695725,리안리 SP850 V2 80PLUS골드 블랙,0,"227,680","227,680","227,670","227,670","227,680","234,150","227,680","227,680","227,680","211,750","234,150","234,150","234,150"
100695731,리안리 SP850 V2 80PLUS골드 화이트,0,"222,680","227,680","217,660","217,660","227,680","234,150","217,670","222,680","220,180","211,750","234,150","234,150","234,150"
102550139,리안리 SX1000 80PLUS플래티넘 블랙,0,"234,050","234,050","234,040","234,040","234,050","234,050","234,050","234,050","234,050","220,600","234,050","234,050","234,050"
102550202,리안리 SX1000 80PLUS플래티넘 화이트,0,"236,690","237,180","236,690","235,700","234,700","235,200","234,700","237,190","237,200","220,600","236,190","236,190","236,190"
102550214,리안리 SX1200 80PLUS플래티넘 블랙,0,"275,280","275,280","275,270","275,270","275,280","275,770","275,280","275,270","275,280","256,010","281,580","281,580","281,580"
102550220,리안리 SX1200 80PLUS플래티넘 화이트,0,"275,270","275,270","275,260","275,260","275,270","275,760","275,270","275,270","275,270","256,010","281,560","281,560","281,560"
