productId,productName,productPrice
1928750,마이크로닉스 Classic II 600W +12V Single Rail 85+,"53,500"
1928673,마이크로닉스 Classic II 500W +12V Single Rail 85+,"44,600"
10174200,잘만 MegaMax 600W 80PLUS STANDARD,"46,400"
4027451,FSP HYPER K 500W 80PLUS Standard 230V EU,"42,500"
8802512,ABKO SUITMASTER SETTLER 600W 80PLUS Standard 230V EU,"54,000"
1966330,마이크로닉스 Classic II 700W +12V Single Rail 85+,"389,000"
10174137,잘만 MegaMax 500W 80PLUS STANDARD,"53,040"
9326622,마이크로닉스 Classic II 750W 80PLUS Bronze 230V EU HDB,"67,200"
6216861,잘만 EcoMax 500W 83+,"41,500"
9363735,쿨러마스터 MWE 600 WHITE 230V V2,"77,500"
5158596,FSP HYPER K 700W 80PLUS Standard 230V EU,"30,000"
4027461,FSP HYPER K 600W 80PLUS Standard 230V EU,"51,400"
6100302,Antec EAG PRO 750W 80PLUS GOLD 모듈러,"72,300"
8431077,마이크로닉스 Classic II 800W 80PLUS 230V EU,"53,600"
8558654,FSP HYDRO PRO 700W 80PLUS Bronze 230V EU,"111,000"
11227005,마이크로닉스 Classic II 700W 80PLUS 230V EU 화이트,"82,300"
10448835,시소닉 FOCUS GOLD GM-850 Modular,"78,000"
11247363,시소닉 A12 STANDARD 230V EU SSR-600RA LLC,"72,200"
9515835,시소닉 FOCUS GOLD GX-650 Full Modular,"145,000"
11247423,시소닉 A12 STANDARD 230V EU SSR-500RA LLC,"57,000"
9515841,시소닉 FOCUS GOLD GX-750 Full Modular,"129,000"
11242917,시소닉 A12 STANDARD 230V EU SSR-700RA LLC,"49,800"
11481840,NZXT C850 80Plus Gold Full Modular,"146,000"
9564369,시소닉 FOCUS GOLD GX-1000 Full Modular,"71,500"
9747732,FSP HYDRO G PRO 850W 80PLUS Gold Full Modular,"158,000"
8107426,EVGA 600 W2 80PLUS Standard 230V EU,"221,000"
6216877,잘만 EcoMax 600W 83+,"149,000"
10883628,시소닉 PRIME TITANIUM TX-1000 Full Modular,"48,800"
7017391,COOLMAX TAURUS 600W 80Plus Bronze 230V EU,"37,900"
9821508,마이크로닉스 Classic II SE 600W 80PLUS 230V EU,"436,800"
8395035,시소닉 S12III Bronze SSR-650GB3 Single Rail,"55,600"
9326514,마이크로닉스 Classic II 650W 80PLUS Bronze 230V EU HDB,"54,500"
10417905,Enermax MAXPRO II EMP500AGT-C 80Plus Standard 230V EU,"71,700"
9910572,잘만 GigaMax 750W 80PLUS Bronze 230V EU,"68,700"
4712037,COOLMAX FOCUS 500W 80Plus 230V EU,"43,160"
10418043,Enermax MAXPRO II EMP700AGT-C 80Plus Standard 230V EU,"67,000"
8802434,ABKO SUITMASTER SETTLER 500W 80PLUS Standard 230V EU,"38,000"
7110289,CORSAIR SF750 80 PLUS Platinum,"64,800"
9821445,마이크로닉스 Classic II SE 500W 80PLUS 230V EU,"43,500"
9910554,잘만 GigaMax 650W 80PLUS Bronze 230V EU,"214,000"
8804528,맥스엘리트 MAXWELL GAMING PRO 500W 80PLUS STANDARD 플랫,"44,500"
6298255,ABKO SUITMASTER Mighty 500W 80PLUS Standard 230V EU,"57,000"
9821547,마이크로닉스 Classic II SE 700W 80PLUS 230V EU,"38,500"
3762610,아이구주 ELPIS SP-600EL,"43,500"
5655273,아이구주 ELPIS SP-700GX 80PLUS Standard 230V EU,"67,500"
10831719,마이크로닉스 ASTRO GD 750W 80PLUS GOLD 풀모듈러 FDB,"37,960"
6255477,ABKO SUITMASTER Mighty 600W 80PLUS Standard 230V EU,"53,040"
6426892,마이크로닉스 Compact SFX 400W 80Plus Bronze,"113,000"
10759575,마이크로닉스 Compact SFX 700W 80PLUS GOLD,"53,500"
3762603,아이구주 ELPIS SP-500EL,"59,000"
8394891,시소닉 S12III Bronze SSR-550GB3 Single Rail,"168,700"
11650160,맥스엘리트 MAXWELL GAMING PRO 700W 80PLUS STANDARD 플랫,"30,050"
6828757,Antec EAG PRO 750W WHITE 80PLUS GOLD 모듈러,"63,000"
5973034,EVGA 750 GQ 80PLUS GOLD,"55,500"
9747681,FSP HYDRO G PRO 750W 80PLUS Gold Full Modular,"113,000"
5540255,마이크로닉스 Cyclone III 400W After Cooling,"105,000"
9782097,시소닉 FOCUS GOLD GM-750 Modular,"129,000"
9515844,시소닉 FOCUS GOLD GX-850 Full Modular,"34,500"
4192202,SuperFlower SF-650F14MT WHITE LEADEX SILVER,"120,400"
6407565,Antec VP500P PLUS 80PLUS Standard 230V EU,"166,000"
2935745,AONE MICRO 500P KC,"83,900"
10466985,SuperFlower SF-1000F14MP LEADEX PLATINUM SE BLACK,"44,000"
8908694,잘만 WATTGIGA K 550W 80PLUS BRONZE 230V EU,"21,800"
10359873,시소닉 CORE GOLD GX-650 Full Modular,"193,700"
6255497,ABKO SUITMASTER Mighty 700W 80PLUS Standard 230V EU,"38,540"
3182484,잘만 ZM1000-EBT 80PLUS GOLD,"102,000"
7020658,스카이디지탈 파워스테이션5 PS5-500EV 80PLUS Standard,"67,000"
10418007,Enermax MAXPRO II EMP600AGT-C 80Plus Standard 230V EU,"159,000"
3071195,마이크로닉스 Performance II HV 1000W Bronze,"37,600"
10373682,AONE STORM 500LF 83+,"52,000"
5840964,FSP HEXA 85+ 650W 80PLUS BRONZE 프리볼트,"143,000"
9498147,Enermax REVOLUTION D.F. ERF650AWT 80Plus Gold Full Modular,"31,960"
6461883,마이크로닉스 ASTRO Platinum 1200W 풀모듈러,"71,000"
9326265,마이크로닉스 Classic II 550W 80PLUS Bronze 230V EU HDB,"113,000"
6348827,Antec HCG Extreme 1000W 80PLUS GOLD 풀 모듈러,"224,700"
10506042,SuperFlower SF-850F14HG LEADEX III GOLD WHITE,"53,000"
6000334,시소닉 PRIME 1300 Platinum SSR-1300PD Full Modular,"217,000"
10920675,Antec SIGNATURE 1000W TITANIUM,"148,100"
10030737,Antec NeoECO ZEN 700W 80PLUS GOLD 프리볼트,"411,000"
9996435,시소닉 PRIME TITANIUM TX-850 Full Modular,"385,000"
4909686,잘만 ZM750-ARX 80PLUS PLATINUM,"96,400"
10174248,잘만 MegaMax 700W 80PLUS STANDARD,"333,300"
11226927,마이크로닉스 Classic II 600W 80PLUS 230V EU 화이트,"155,000"
7314190,시소닉 S12II Bronze SS-520GB Single Rail,"56,640"
7870804,ABKO SUITMASTER AWESOME 500W 80PLUS Silver 230V EU,"59,000"
2722722,EATON Ellipse ECO 1600 USB DIN (기본),"66,800"
9363774,쿨러마스터 MWE 650 WHITE 230V V2,"50,900"
9910503,잘만 GigaMax 550W 80PLUS Bronze 230V EU,"261,890"
5185637,CORSAIR HX850 80PLUS PLATINUM,"56,200"
