productId,productName,productPrice
9926931,ABKO NCORE 식스팬 풀 아크릴 LUNAR,"31,500"
11564300,ABKO NCORE 베놈 식스LED 강화유리,"28,000"
10423167,마이크로닉스 Master M60 메쉬,"32,500"
11113710,아이구주 HATCH 6 플렉스 메쉬 강화유리,"29,480"
10596687,DAVEN FT903 MESH 강화유리,"40,500"
11186160,대양케이스 ME NO.6 RGB 풀 아크릴,"30,000"
6942769,COX A3 엘리시움 풀 아크릴 HALO,"31,500"
7924210,ABKO NCORE 새턴 풀 아크릴 슬렌더,"38,660"
10214103,잘만 N5 MF,"31,600"
6683218,잘만 S3 풀 아크릴,"34,650"
4678115,ABKO NCORE 아수라 풀 아크릴,"40,850"
8457783,darkFlash DLM22 RGB 강화유리,"40,000"
9795618,대양케이스 ME NO.8 RGB 강화유리,"75,900"
5814117,DAVEN 크리스탈 3.0 풀 아크릴,"20,800"
5633207,ABKO SUITMASTER 361G 칼리스토 강화유리 DOUBLING,"83,230"
10227849,3RSYS R410,"41,500"
6553286,ABKO NCORE 오라클 강화유리 스펙트럼 CORONA,"58,500"
8114950,Antec TORQUE,"370,000"
10373190,BRAVOTEC GUARDIAN 1200M 타이탄 글래스,"115,500"
8456739,darkFlash DLM21 RGB 강화유리,"40,500"
10165092,COOLMAX 가성비 NO.2,"13,600"
10214016,잘만 N5 OF,"29,400"
10441422,3RSYS K400,"29,500"
11639288,ABKO SUITMASTER 290G 위저드 강화유리,"51,500"
11553416,DAVEN D1 MESH 아크릴,"23,400"
10441320,3RSYS L560 SE,"65,100"
11577722,darkFlash DLS480 RGB 강화유리,"81,500"
11225526,3RSYS T800 풍통,"106,000"
7818184,ABKO SUITMASTER 340S 레베카 강화유리 스펙트럼 HALO,"70,300"
10910580,Fractal Design Define 7 Clear 강화유리,"262,000"
9295779,ABKO SUITMASTER 321X 듀얼리티 강화유리 스펙트럼 Dualight,"87,500"
9514584,ABKO SUITMASTER 760S 어트랙션 강화유리 스펙트럼 Duplex,"65,550"
9234180,NZXT H510,"106,000"
7078231,3RSYS J700 RGB BLACK,"47,500"
10152003,MSI MAG 포지 101M,"47,400"
6482453,써멀테이크 Versa H17,"37,000"
9306483,잘만 X3 RGB 강화유리,"108,000"
5288789,COUGAR CONQUER,"364,000"
11225004,COX A3 맥스 메쉬,"48,500"
11158629,대양케이스 ME NO.4 RGB 풀 아크릴,"27,800"
10091823,ABKO NCORE 사일런티,"31,500"
10365696,마이크로닉스 Master Z5 메쉬 강화유리,"77,200"
7597651,BRAVOTEC 트레저 X8 850M 타이탄 글래스,"74,900"
3969924,3RSYS J210 해머,"29,400"
6400768,DAVEN 스텔라 미니,"14,000"
9376491,darkFlash DLM21 RGB MESH 강화유리,"48,500"
10303122,SilverStone SST-PS15B,"50,820"
9677280,ABKO NCORE 타비,"15,570"
10746060,대양케이스 ME MINI MAX RGB 강화유리,"56,000"
7610914,리안리 PC-O11 Dynamic RAZER,"225,600"
10998888,ABKO SUITMASTER ONE ORIGIN 강화유리 LUNAR,"107,350"
9918084,DAVEN FT301 강화유리,"44,000"
11036121,쿨러마스터 MasterCase H500 ARGB 강화유리,"137,400"
10140723,ABKO SUITMASTER 770G 갤러리 강화유리 스펙트럼 Dualight,"140,000"
10803144,대양케이스 FREEZER X 강화유리,"74,400"
9000344,3RSYS S700 에스프레소 CT,"60,500"
9944397,리안리 PC-O11D XL ROG,"284,900"
10487241,ABKO NCORE 미라클 강화유리 LUMIA,"57,450"
6805027,Antec P101 SILENT,"96,000"
10311822,BRAVOTEC GUARDIAN 1140M 타이탄 글래스,"104,000"
10927899,아이구주 Ssonny NO.7,"40,850"
8744072,마이크로닉스 사하라,"30,900"
11479695,Fractal Design Define 7 Compact,"151,000"
9484125,ABKO SUITMASTER 레베카 미니 강화유리 스펙트럼 HALO,"44,000"
6882223,3RSYS IR5000 강화유리,"209,000"
6532042,COX A5 유토피아 강화유리 스펙트럼 CORONA,"43,490"
7906048,아이구주 G50SE 풀 아크릴,"38,700"
11428119,darkFlash Blade-X,"186,800"
8173504,BRAVOTEC SWORD S830 RGB 타이탄 글래스,"65,100"
10119018,Antec NX800 RGB MESH 강화유리,"100,400"
9879906,darkFlash POLLUX RGB 강화유리,"40,000"
10901520,쿨러마스터 MasterBox H500P MESH WHITE ARGB,"312,000"
5390952,Fractal Design Meshify C 강화유리,"125,000"
3471240,BRAVOTEC 스텔스 EX270 파노라마 윈도우 블랙,"57,920"
11108073,GEEEK A60 PLUS With Riser Cable,"156,800"
11555084,ASUS TUF Gaming GT501 WHITE EDITION,"199,900"
4049794,COX RC 170T,"16,100"
7049578,BRAVOTEC SWORD S810 RGB 타이탄 글래스,"56,600"
11474805,엠스톤글로벌 mStone MRK200 라이저 케이블 KIT,"38,970"
6552289,쿨러마스터 MasterBox MB511 RGB 컨트롤러 강화유리,"80,500"
10173900,COX A3 그랜드 메쉬 강화유리 Duplex,"47,970"
8808764,NZXT H510 Elite,"215,180"
11610125,쿨러마스터 Universal Vertical GPU Holder Kit Ver.2,"69,300"
3139998,Fractal Design NODE 804,"157,600"
7112401,Fractal Design Meshify S2 강화유리,"212,700"
5867071,마이크로닉스 Master ARES Z300 강화유리,"66,000"
11137986,darkFlash DLV22 RGB 강화유리,"56,000"
10421583,SilverStone Sugo SST-SG13 STCOM,"63,000"
4017657,마이크로닉스 Frontier H300,"25,400"
10980924,COOLMAX 가성비 NO.3 White,"28,000"
productId,productName,productPrice
9926931,ABKO NCORE 식스팬 풀 아크릴 LUNAR,"31,500"
11564300,ABKO NCORE 베놈 식스LED 강화유리,"28,000"
10423167,마이크로닉스 Master M60 메쉬,"32,500"
11113710,아이구주 HATCH 6 플렉스 메쉬 강화유리,"29,480"
10596687,DAVEN FT903 MESH 강화유리,"40,500"
11186160,대양케이스 ME NO.6 RGB 풀 아크릴,"30,000"
6942769,COX A3 엘리시움 풀 아크릴 HALO,"31,500"
7924210,ABKO NCORE 새턴 풀 아크릴 슬렌더,"38,660"
10214103,잘만 N5 MF,"31,600"
6683218,잘만 S3 풀 아크릴,"34,650"
4678115,ABKO NCORE 아수라 풀 아크릴,"40,850"
8457783,darkFlash DLM22 RGB 강화유리,"40,000"
9795618,대양케이스 ME NO.8 RGB 강화유리,"75,900"
5814117,DAVEN 크리스탈 3.0 풀 아크릴,"20,800"
5633207,ABKO SUITMASTER 361G 칼리스토 강화유리 DOUBLING,"83,230"
10227849,3RSYS R410,"41,500"
6553286,ABKO NCORE 오라클 강화유리 스펙트럼 CORONA,"58,500"
8114950,Antec TORQUE,"370,000"
10373190,BRAVOTEC GUARDIAN 1200M 타이탄 글래스,"115,500"
8456739,darkFlash DLM21 RGB 강화유리,"40,500"
10165092,COOLMAX 가성비 NO.2,"13,600"
10214016,잘만 N5 OF,"29,400"
10441422,3RSYS K400,"29,500"
11639288,ABKO SUITMASTER 290G 위저드 강화유리,"51,500"
11553416,DAVEN D1 MESH 아크릴,"23,400"
10441320,3RSYS L560 SE,"65,100"
11577722,darkFlash DLS480 RGB 강화유리,"81,500"
11225526,3RSYS T800 풍통,"106,000"
7818184,ABKO SUITMASTER 340S 레베카 강화유리 스펙트럼 HALO,"70,300"
10910580,Fractal Design Define 7 Clear 강화유리,"262,000"
9295779,ABKO SUITMASTER 321X 듀얼리티 강화유리 스펙트럼 Dualight,"87,500"
9514584,ABKO SUITMASTER 760S 어트랙션 강화유리 스펙트럼 Duplex,"65,550"
9234180,NZXT H510,"106,000"
7078231,3RSYS J700 RGB BLACK,"47,500"
10152003,MSI MAG 포지 101M,"47,400"
6482453,써멀테이크 Versa H17,"37,000"
9306483,잘만 X3 RGB 강화유리,"108,000"
5288789,COUGAR CONQUER,"364,000"
11225004,COX A3 맥스 메쉬,"48,500"
11158629,대양케이스 ME NO.4 RGB 풀 아크릴,"27,800"
10091823,ABKO NCORE 사일런티,"31,500"
10365696,마이크로닉스 Master Z5 메쉬 강화유리,"77,200"
7597651,BRAVOTEC 트레저 X8 850M 타이탄 글래스,"74,900"
3969924,3RSYS J210 해머,"29,400"
6400768,DAVEN 스텔라 미니,"14,000"
