Id,Name,2020-07-06 17:23:10,2020-07-06 19:38:44,2020-07-07 09:17:01,2020-07-07 10:56:10,2020-07-07 11:46:13,2020-07-07 12:18:40,2020-07-08 08:48:47,2020-07-08 11:16:27,2020-07-08 12:06:43,2020-07-09 08:54:12,2020-07-10 09:00:14,2020-07-10 16:54:38,2020-07-11 08:46:27,2020-07-11 09:16:14,2020-07-11 09:47:45,2020-07-11 10:18:31,2020-07-11 10:35:09,2020-07-11 12:15:09,2020-07-11 21:53:03,2020-07-12 09:33:14,2020-07-13 09:32:57,2020-07-14 09:32:20,2020-07-15 09:32:37,2020-07-16 09:32:30,2020-07-17 09:32:49,2020-07-18 09:32:37,2020-07-19 09:34:47,2020-07-20 09:33:56,2020-07-21 09:33:26,2020-07-22 09:33:16,2020-07-23 09:33:34,2020-07-24 09:34:13,2020-07-25 09:34:33,2020-07-26 09:35:42,2020-07-27 09:35:09,2020-07-28 09:34:45,2020-07-29 09:33:47,2020-07-30 09:35:06,2020-07-31 09:36:01
11481471,인텔 코어i5-10세대 10600 (코멧레이크S),0,0,0,0,0,0,0,"273,200","273,200","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","290,000","290,000","299,680","290,000","299,700","299,420","299,300","299,170","319,000","300,630","274,700","273,100"
11430906,인텔 코어i5-10세대 10600K (코멧레이크S),"316,600","316,600","316,600","316,600","316,600","316,600","316,200","316,100","316,100","315,800","315,400","315,300","315,200",0,0,0,0,"314,800","314,700","314,700","314,200","313,900","313,500","313,300","313,000","312,900","312,900","312,700","312,500","310,700","307,600","307,500","307,400","307,300","307,100","306,400","301,500","301,300","301,300"
11481858,인텔 코어i5-10세대 10600K (코멧레이크S),0,0,0,0,0,0,0,"316,100","316,100","315,800","315,400","315,300","315,200","314,800","314,800","314,800","314,800","314,800","314,700","314,700","314,200","313,900","313,500","313,300","313,000","312,900","312,900","312,700","312,500","310,700","307,600","307,500","307,400","307,300","307,100","306,400","301,500","301,300","301,300"
12151715,인텔 코어i5-10세대 10600K 어벤져스 에디션 (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11991320,인텔 코어i5-10세대 10600KF (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12110750,인텔 코어i5-10세대 10600KF (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147079,인텔 코어i5-1세대 650 (클락데일),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144546,인텔 코어i5-1세대 750 (린필드),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144131,인텔 코어i5-1세대 760 (린필드),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,680",0,0,"9,400",0,0
4504388,인텔 코어i5-2세대 2400 (샌디브릿지),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144198,인텔 코어i5-2세대 2500 (샌디브릿지),0,0,0,0,0,0,0,"24,170","24,170","23,970","24,800","24,800","24,800",0,0,0,0,"24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","28,000","28,000","28,000","28,000","28,000","28,000","28,000"
4144246,인텔 코어i5-2세대 2500K (샌디브릿지),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783749,인텔 코어i5-3세대 3330 (아이비브릿지),0,0,0,0,0,0,0,"25,920","25,920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725177,인텔 코어i5-3세대 3470 (아이비브릿지),0,0,0,0,0,0,0,"28,360","28,360","28,170","28,000","27,960","28,000",0,0,0,0,"28,000","28,000","28,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274836,인텔 코어i5-3세대 3550 (아이비브릿지),0,0,0,0,0,0,0,"30,200","30,200","30,160","29,970","29,970","29,920",0,0,0,0,"29,760","29,730","29,680","29,480","29,360","29,120","30,710","32,170","32,130","32,120","32,110","32,060","31,950","31,860","31,850","31,840","31,710","31,600",0,0,"31,720",0
4143852,인텔 코어i5-3세대 3570 (아이비브릿지),0,0,0,0,0,0,0,"39,450","39,450","39,450","39,450","39,450","39,450",0,0,0,0,"39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","39,450","42,500","42,500"
1678805,인텔 코어i5-3세대 3570K (아이비브릿지),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,900","38,900","38,900","38,900","38,900","38,900",0,0,0
5724026,인텔 코어i5-4세대 4460 (하스웰 리프레시),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,600","59,490","59,360","59,250","59,140","59,030",0,0,0,0,0,"58,750",0,0,0
4905563,인텔 코어i5-4세대 4570 (하스웰),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61,680","61,670","61,560","61,440","61,340","61,290",0,0,0,0,0,0,0,0
4766793,인텔 코어i5-4세대 4590 (하스웰 리프레시),0,0,0,0,0,0,0,"64,790","64,790","64,740","64,540","64,000","64,000",0,0,0,0,"64,000","64,000","64,000","63,770","63,570","63,540","63,330","62,980","62,920","62,800","62,680","62,560","62,460","62,390","62,320","62,230","62,210","62,110","64,000","59,940","59,810","59,990"
4766867,인텔 코어i5-4세대 4670 (하스웰),0,0,0,0,0,0,0,"68,220","68,220","68,020","67,860","67,000","67,000",0,0,0,0,"67,000","67,000","67,000","67,000","66,940","66,780","61,480","61,430","61,370","61,360","61,240","61,140","61,050","60,980","60,960","60,860","60,850","60,740","60,630","60,530","59,530","59,560"
7914022,인텔 코어i5-4세대 4670 + H81 패키지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,910",0,0,0,0,0,0,0,0,0,0,0
4143949,인텔 코어i5-4세대 4690 (하스웰 리프레시),0,0,0,0,0,0,0,"70,660","70,660","70,490","70,290","69,900","70,000",0,0,0,0,"69,870","69,840","69,790","69,550","68,830","68,430","68,190","67,080","66,460","66,340","66,220","66,100","66,000","65,900","65,820","65,720","65,600","65,480","65,380","65,280","65,000","65,000"
7914157,인텔 코어i5-4세대 4690 + H81 패키지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143967,인텔 코어i5-4세대 4690K (데빌스캐년),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5683916,인텔 코어i5-6세대 6400 (스카이레이크),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107,800","107,800","107,500"
5684847,인텔 코어i5-6세대 6500 (스카이레이크),0,0,0,0,0,0,0,"499,100","499,100","499,100","499,100","499,100","499,100",0,0,0,0,"499,100","499,100","499,100","499,100","499,100","499,100","499,100","499,100","499,100","493,560","493,560","493,560","499,100","499,100","499,100","499,100","493,560","493,560","493,560","493,560","493,560","139,200"
7914325,인텔 코어i5-6세대 6500 + H110 패키지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7468294,인텔 코어i5-6세대 6600 (스카이레이크),0,0,0,0,0,0,0,"116,190","116,190","115,140","114,290","113,660","113,030",0,0,0,0,"113,030","113,030","112,830","111,770","114,700","114,700","114,700","114,600","114,600","114,600","114,600","114,600","114,600","114,600","114,600","114,600","114,600","114,600","114,600","113,400","113,280","112,980"
4814728,인텔 코어i5-7세대 7400 (카비레이크),"290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000",0,0,0,0,"290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000","290,000"
4814705,인텔 코어i5-7세대 7500 (카비레이크),"270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000",0,0,0,0,"270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000"
4814683,인텔 코어i5-7세대 7600 (카비레이크),"350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000",0,0,0,0,"350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000","350,000"
5530356,인텔 코어i5-8세대 8400 (커피레이크),"270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000",0,0,0,0,"270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000","270,000"
6020667,인텔 코어i5-8세대 8500 (커피레이크),"280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000",0,0,0,0,"280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000","280,000"
6020678,인텔 코어i5-8세대 8600 (커피레이크),"298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000",0,0,0,0,"298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","298,000","297,960","297,940","297,870","297,860","297,790","297,780","297,690","297,650","297,610","297,510","297,500"
5530421,인텔 코어i5-8세대 8600K (커피레이크),"299,900","299,900","299,900","299,900","299,900","299,900","299,900","299,900","299,900","299,900","299,900","299,900","299,900",0,0,0,0,"299,900","299,900","299,900","299,900","299,900","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000"
11134854,인텔 코어i5-9세대 9400 (커피레이크-R),0,0,0,0,0,0,0,"186,300","186,300","186,300","186,000","185,800","185,800","185,800","185,800","185,800","185,800","185,800","185,800","185,800","185,800","185,300","185,200","184,500","183,800","183,800","183,710","183,400","183,400","182,900","182,900","182,900","182,900","182,900","182,900","182,700","182,700","182,700","182,700"
11016699,인텔 코어i5-9세대 9400 (커피레이크-R),0,0,0,0,0,0,0,0,0,"186,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"183,800","183,710","183,400","183,400","182,900","182,900","182,900","182,900","182,900","182,900","182,700","182,700",0,0
11016708,인텔 코어i5-9세대 9400 (커피레이크-R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059166,인텔 코어i5-9세대 9400F (커피레이크-R),"169,800","169,800","169,800","169,800","169,800","169,800","169,800","169,800","169,800","169,600","169,600","169,600","169,600",0,0,0,0,"169,200","169,100","169,100","168,700","168,600","168,300","168,300","167,800","167,800","167,800","167,400","167,200","167,010","166,700","166,600","166,600","166,500","166,300","165,800","165,300","164,900","163,900"
8857244,인텔 코어i5-9세대 9500 (커피레이크-R),"240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000",0,0,0,0,"240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","235,400","235,400","235,400","235,400","235,400","235,400","235,400","235,400","235,400"
11086308,인텔 코어i5-9세대 9500 (커피레이크-R),0,0,0,0,0,0,0,"240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","240,000","235,400","235,400","235,400","235,400","235,400","235,400","235,400","235,400","235,400"
8170126,인텔 코어i5-9세대 9500F (커피레이크-R),"211,800","211,800","211,800","211,800","211,500","211,500","211,400","210,900","210,900","210,900","210,400","210,300","210,300",0,0,0,0,"210,300","210,300","210,300","210,300","210,000","209,900","209,800","209,700","209,600","209,600","209,600","209,600","209,600","209,600","209,600","209,500","209,500","209,500","209,500","209,400","209,400","209,400"
8857298,인텔 코어i5-9세대 9600 (커피레이크-R),"273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200",0,0,0,0,"273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","275,000"
11171952,인텔 코어i5-9세대 9600 (커피레이크-R),0,0,0,0,0,0,0,"273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","273,200","275,000"
6515620,인텔 코어i5-9세대 9600K (커피레이크-R),"235,800","235,800","235,800","235,800","235,800","235,800","235,300","235,300","235,300","235,300","235,300","235,300","235,200",0,0,0,0,"234,900","234,700","234,700","233,900","233,700","230,200","230,800","230,500","230,000","230,000","229,900","229,900","229,900","229,900","229,900","229,900","229,900","229,900","228,900","226,460","228,400","228,400"
7565248,인텔 코어i5-9세대 9600KF (커피레이크-R),"220,800","220,800","220,800","220,800","220,800","220,800","220,500","220,400","220,400","220,300","220,200","220,100","220,000",0,0,0,0,"219,900","219,900","219,900","219,600","219,600","219,000","219,000","219,000","219,000","219,000","218,900","218,900","218,300","218,200","217,900","217,900","217,800","217,800","216,600","216,500","215,900","215,900"
11405586,인텔 코어i7-10세대 10700 (코멧레이크S),"404,900","404,900","404,900","404,900","404,900","404,900","404,400","404,300","404,300","404,100","403,700","403,600","403,500",0,0,0,0,"403,100","403,000","403,000","402,500","402,200","401,100","400,700","399,500","399,100","399,000","398,800","393,800","393,700","392,030","391,000","390,400","390,300","390,100","388,200","387,000","385,400","383,800"
11481624,인텔 코어i7-10세대 10700 (코멧레이크S),0,0,0,0,0,0,0,"404,300","404,300","404,100","403,700","403,600","403,500","403,100","403,100","403,100","403,100","403,100","403,000","403,000","402,500","402,200","401,100","400,700","399,500","399,100","399,000","398,800","393,800","393,700","392,030","391,000","390,400","390,300","390,100","388,200","387,000","385,400","383,800"
12110081,인텔 코어i7-10세대 10700 (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11646593,인텔 코어i7-10세대 10700F (코멧레이크S),"405,000","405,000","405,000","405,000","405,000","405,000","405,000","405,000","423,860","405,000","442,630","484,840","483,020","483,020","483,020","483,020","483,020","483,020","483,020","483,010","489,800","489,800","489,800","405,000","405,000","403,900","400,000","396,030","390,600","385,800","384,900","379,500","378,500","378,500","377,900","377,000","375,700","375,600","374,800"
11824861,인텔 코어i7-10세대 10700F (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"405,000","403,900","400,000","396,030","390,600","385,800","384,900","379,500","378,500","378,500","377,900","377,000","375,700","375,600","374,800"
11308485,인텔 코어i7-10세대 10700K (코멧레이크S),"461,800","461,800","461,700","461,700","461,700","461,700","461,200","461,100","461,100","460,800","460,200","460,100","460,000",0,0,0,0,"459,600","459,500","459,500","458,900","458,600","458,000","457,600","457,000","456,700","456,500","456,300","456,200","456,000","454,030","453,700","453,200","453,100","451,700","449,200","443,900","443,600","443,500"
11479833,인텔 코어i7-10세대 10700K (코멧레이크S),0,0,0,0,0,0,0,"461,100","461,100","460,800","460,200","460,100","460,000","459,600","459,600","459,600","459,600","459,600","459,500","459,500","458,900","458,600","458,000","457,600","457,000","456,700","456,500","456,300","456,200","456,000","454,030","453,700","453,200","453,100","451,700","449,200","443,900","443,600","443,500"
12151730,인텔 코어i7-10세대 10700K 어벤져스 에디션 (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11593217,인텔 코어i7-10세대 10700KF (코멧레이크S),"473,800","473,800","473,800","473,800","473,800","473,800","473,800","473,800","473,800","473,700","473,400","473,300","473,300","473,200","473,200","473,200","473,200","473,200","473,200","473,200","473,200","473,200","473,200","473,090","473,100","473,100","473,100","468,510","462,500","462,300","424,860","456,000","456,000","456,000","455,700","440,840","434,000","433,600","433,100"
12110078,인텔 코어i7-10세대 10700KF (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144446,인텔 코어i7-1세대 870 (린필드),0,0,0,0,0,0,0,0,0,0,0,0,"33,740",0,0,0,0,"33,740","33,740","33,740","33,740","33,740","33,740","33,740",0,"33,740","33,740",0,"33,740","33,390","33,390","33,390","33,390","33,390","33,390","33,310",0,0,0
4147680,인텔 코어i7-2세대 2600 (샌디브릿지),0,0,0,0,0,0,0,"73,460","73,460","73,460","73,460","73,460","73,460",0,0,0,0,"73,460","73,460","73,460","73,460",0,"73,460","73,460","73,460","73,460","73,460","73,460",0,0,0,0,0,0,0,"76,900","76,900","76,900","76,900"
1477490,인텔 코어i7-2세대 2600K (샌디브릿지),0,0,0,0,0,0,0,"92,900","92,900","92,900","92,900","92,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678801,인텔 코어i7-3세대 3770 (아이비브릿지),0,0,0,0,0,0,0,"100,090","100,090","99,890","99,890","105,000","105,000",0,0,0,0,"105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","100,280","100,280","100,280","100,280","100,280","100,280","100,280"
4146048,인텔 코어i7-3세대 3770K (아이비브릿지),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"128,700","128,690","128,210","128,140","128,050","128,040",0,0,0,0,0,0,0,0,0,0,0
6112690,인텔 코어i7-4세대 4770 (하스웰),0,0,0,0,0,0,0,0,0,0,"140,900","142,090","142,090",0,0,0,0,"142,090","142,090","142,090","142,090","142,090","142,090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112678,인텔 코어i7-4세대 4770K (하스웰),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112722,인텔 코어i7-4세대 4790 (하스웰 리프레시),0,0,0,0,0,0,0,"139,960","139,960","139,960","139,960","139,960","139,960",0,0,0,0,"139,960","139,960","139,960","139,960","139,960","142,040","141,630","141,630","152,000","152,000","152,000","152,000","152,000","152,000","152,000","152,000","152,000","152,000","153,000","153,000","153,000","153,000"
6112865,인텔 코어i7-4세대 4790K (데빌스캐년),0,0,0,0,0,0,0,"212,000","212,000","212,000","212,000","212,000","212,000",0,0,0,0,"212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","212,000","204,160","200,000","200,000"
3403648,인텔 코어i7-6세대 6700 (스카이레이크),"298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850",0,0,0,0,"298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","298,850","310,000","310,000","310,000","310,000","310,000","310,000","310,000","310,000","310,000","310,000","310,000"
4143775,인텔 코어i7-6세대 6700K (스카이레이크),0,0,0,0,0,0,0,"267,000","267,000","267,000","267,000","267,000","266,590",0,0,0,0,"266,590","266,590","266,590","266,590","266,790","266,790","266,370","266,940","266,920","266,830","266,760","266,700","348,400","348,400","348,400","348,400","348,400","348,310","348,400","348,400","348,400","348,400"
4814592,인텔 코어i7-7세대 7700 (카비레이크),"422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900",0,0,0,0,"422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900","422,900"
4815493,인텔 코어i7-7세대 7700K (카비레이크),"438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900",0,0,0,0,"438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900","438,900"
6204487,인텔 코어i7-8세대 8086K (커피레이크),0,0,0,0,0,0,0,"1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920",0,0,0,0,"1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920","1,344,920"
5530013,인텔 코어i7-8세대 8700 (커피레이크),"470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000",0,0,0,0,"470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000","470,000"
5529981,인텔 코어i7-8세대 8700K (커피레이크),"500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000",0,0,0,0,"500,000","500,000","500,000","500,000","500,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000","590,000"
8428929,인텔 코어i7-9세대 9700 (커피레이크-R),"406,900","406,900","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800",0,0,0,0,"406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","402,780","406,800","406,800","406,800"
11083932,인텔 코어i7-9세대 9700 (커피레이크-R),0,0,0,0,0,0,0,"406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","406,800","402,780","406,800","406,800","406,800"
8062711,인텔 코어i7-9세대 9700F (커피레이크-R),"440,000","440,000","440,000","440,000","440,000","445,110","452,750","452,750","452,750","454,000","449,260","449,260","448,040",0,0,0,0,"447,440","447,440","447,430","446,820","444,380","448,650","443,170","420,000","420,000","420,000","419,980","420,000","416,900","415,000","415,000","415,000","415,000","415,000","413,400","411,400","410,400","409,800"
6515603,인텔 코어i7-9세대 9700K (커피레이크-R),"414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,800",0,0,0,0,"414,800","414,800","414,800","414,800","414,800","414,800","414,800","414,700","414,700","414,700","414,700","414,700","414,700","414,700","414,700","414,700","414,700","414,600","413,200","412,100","406,600","406,600"
7517686,인텔 코어i7-9세대 9700KF (커피레이크-R),"415,200","415,200","415,200","415,200","415,200","415,200","415,200","415,200","415,200","415,200","415,200","415,200","415,200",0,0,0,0,"415,200","415,200","415,200","415,200","415,200","415,000","415,000","413,000","413,000","413,000","413,000","413,000","413,000","413,000","412,000","412,000","412,000","412,000","410,100","407,700","406,300","406,300"
12151829,인텔 코어i9-10세대 10850K 어벤져스 에디션 (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11405664,인텔 코어i9-10세대 10900 (코멧레이크S),"557,300","557,300","557,300","557,300","557,300","557,300","557,000","556,800","556,800","556,600","555,900","555,600","555,500","555,100","555,100","555,100","555,100","555,100","555,000","555,000","554,600","553,900","553,600","552,500","550,900","550,800","550,700","550,300","549,600","549,500","545,300","544,800","544,200","544,100","543,200","540,620","540,100","532,500","531,600"
11870941,인텔 코어i9-10세대 10900 (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"545,300","544,800","544,200","544,100","543,200","540,620","540,100","532,500","531,600"
11593289,인텔 코어i9-10세대 10900F (코멧레이크S),"553,400","553,400","553,400","553,400","553,400","553,400","552,900","552,900","552,900","552,900","552,900","552,900","552,000","552,000","552,000","552,000","552,000","552,000","552,000","552,000","552,000","552,000","552,000","551,710","551,000","551,000","551,000","551,000","550,900","544,900","543,900","540,900","539,600","539,600","539,300","538,400","535,980","535,500","534,900"
11824939,인텔 코어i9-10세대 10900F (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"551,000","551,000","551,000","551,000","550,900","544,900","543,900","540,900","539,600","539,600","539,300","538,400","535,980","535,500","534,900"
11305233,인텔 코어i9-10세대 10900K (코멧레이크S),"872,900","872,900","872,900","872,900","872,900","872,900","872,900","872,900","872,900","872,900","900,000","900,000","900,000","900,000","900,000","900,000","900,000","900,000","900,000","900,000","900,000","910,000","919,000","919,000","935,500","928,900","920,000","920,000","887,250","830,600","830,000","828,900","828,400","828,000","827,900","799,000","759,400","737,800","730,000"
12151862,인텔 코어i9-10세대 10900K 어벤져스 에디션 (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11593361,인텔 코어i9-10세대 10900KF (코멧레이크S),0,0,0,0,0,0,0,"884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","884,900","1,050,000","865,000","863,000","862,800","862,800","862,700","862,700","843,000","834,300","783,700","743,800","743,800","743,700","743,700","733,810","714,000","709,000"
12110069,인텔 코어i9-10세대 10900KF (코멧레이크S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9321711,인텔 코어i9-9세대 9900 (커피레이크-R),"513,500","513,500","513,500","513,400","513,400","513,400","513,200","513,200","513,200","511,900","511,400","511,400","511,400",0,0,0,0,"511,400","511,400","511,400","511,400","511,400","511,000","510,000","509,000","498,000","498,000","498,000","497,000","497,000","495,000","493,000","491,000","491,000","490,000","489,500","488,800","482,000","481,800"
