Id,Name,2020-07-06 17:25:29,2020-07-06 19:41:02,2020-07-07 09:19:23,2020-07-07 10:58:29,2020-07-07 11:48:31,2020-07-07 12:20:58,2020-07-08 08:51:06,2020-07-08 11:19:27,2020-07-08 12:09:38,2020-07-09 08:57:08,2020-07-10 09:03:10,2020-07-11 08:49:24,2020-07-11 09:17:15,2020-07-11 09:48:45,2020-07-11 10:20:03,2020-07-11 10:36:07,2020-07-11 12:18:09,2020-07-11 21:56:02,2020-07-12 09:36:12,2020-07-13 09:35:56,2020-07-14 09:35:18,2020-07-15 09:35:40,2020-07-16 09:35:30,2020-07-17 09:35:49,2020-07-18 09:35:43,2020-07-19 09:37:46,2020-07-20 09:36:56,2020-07-21 09:36:25,2020-07-22 09:36:14,2020-07-23 09:36:36,2020-07-24 09:37:12,2020-07-25 09:37:31,2020-07-26 09:38:43,2020-07-27 09:38:11,2020-07-28 09:37:45,2020-07-29 09:36:47,2020-07-30 09:38:05,2020-07-31 09:39:00
10363848,ACPI DDR3-1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6074591,ACPI 노트북 DDR3-1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11868160,ADATA DDR4 16G PC4-25600 CL22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,090","71,080","70,980","70,900","70,890","70,870","70,770","70,760","70,650"
5541070,ADATA DDR4 8G PC4-21300 CL19,"37,440","37,440","37,440","37,440","37,440","37,440","37,440","37,440","37,440","37,440","37,440","37,440",0,0,0,0,"37,440","37,440","37,440","37,440","37,440","37,440","37,440","37,440","32,240","32,240","32,240","32,240","32,240","32,240","32,240","32,240","32,240","32,240","32,240","32,240","32,240","31,200"
11830747,ADATA DDR4 8G PC4-25600 CL22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,400","36,400","36,400","36,550","36,550","35,000","35,000","35,000","35,000","35,000","35,000","35,000","35,000","34,840"
5542488,ADATA XPG DDR4 16G PC4-19200 CL16 GAMMIX D10 레드 (8Gx2),"221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830",0,0,0,0,"221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","221,830","219,480","219,470","219,470","219,470","219,470","219,470","219,470","219,470","219,470"
5542423,ADATA XPG DDR4 16G PC4-19200 CL16 GAMMIX D10 블랙 (8Gx2),"226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000",0,0,0,0,"226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000","226,000"
5541461,ADATA XPG DDR4 16G PC4-19200 CL16 SPECTRIX D40 (8Gx2),"243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430",0,0,0,0,"243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430","243,430"
5542503,ADATA XPG DDR4 16G PC4-21300 CL16 GAMMIX D10 레드 (8Gx2),"230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300",0,0,0,0,"230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","230,300","227,850","227,850","227,850","227,850","227,850","227,850","227,850","227,850","227,850"
5542449,ADATA XPG DDR4 16G PC4-21300 CL16 GAMMIX D10 블랙 (8Gx2),"247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190",0,0,0,0,"247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190","247,190",0,0,0,0
