Id,Name,2020-07-06 17:26:55,2020-07-06 19:42:27,2020-07-07 09:20:48,2020-07-07 10:59:54,2020-07-07 11:49:55,2020-07-07 12:22:23,2020-07-08 08:52:32,2020-07-08 11:21:19,2020-07-08 12:11:29,2020-07-09 08:58:59,2020-07-10 09:05:02,2020-07-11 08:51:16,2020-07-11 09:17:53,2020-07-11 09:49:24,2020-07-11 10:21:03,2020-07-11 10:36:46,2020-07-11 12:20:04,2020-07-11 21:57:59,2020-07-12 09:38:07,2020-07-13 09:37:51,2020-07-14 09:37:13,2020-07-15 09:37:37,2020-07-16 09:37:25,2020-07-17 09:37:44,2020-07-18 09:37:40,2020-07-19 09:39:42,2020-07-20 09:38:52,2020-07-21 09:38:20,2020-07-22 09:38:08,2020-07-23 09:38:32,2020-07-24 09:39:06,2020-07-25 09:39:25,2020-07-26 09:40:37,2020-07-27 09:40:09,2020-07-28 09:39:42,2020-07-29 09:38:42,2020-07-30 09:40:00,2020-07-31 09:40:55
1943077,HGST 500GB Travelstar Z7K500 7200/32M/노트북용,"HTS725050A7E630, 500GB_114원/1GB_56,790 ","HTS725050A7E630, 500GB_114원/1GB_56,790 ","HTS725050A7E630, 500GB_114원/1GB_56,790 ","HTS725050A7E630, 500GB_114원/1GB_56,790 ","HTS725050A7E630, 500GB_114원/1GB_56,790 ","HTS725050A7E630, 500GB_114원/1GB_56,760 ","HTS725050A7E630, 500GB_113원/1GB_56,590 ","HTS725050A7E630, 500GB_113원/1GB_56,560 ","HTS725050A7E630, 500GB_113원/1GB_56,560 ","HTS725050A7E630, 500GB_113원/1GB_56,390 ","HTS725050A7E630, 500GB_113원/1GB_56,360 ","HTS725050A7E630, 500GB_112원/1GB_56,160 ",0,0,0,0,"HTS725050A7E630, 500GB_112원/1GB_56,160 ","HTS725050A7E630, 500GB_112원/1GB_56,160 ","HTS725050A7E630, 500GB_112원/1GB_56,150 ","HTS725050A7E630, 500GB_112원/1GB_56,110 ","HTS725050A7E630, 500GB_112원/1GB_55,910 ","HTS725050A7E630, 500GB_112원/1GB_55,750 ","HTS725050A7E630, 500GB_111원/1GB_55,550 ","HTS725050A7E630, 500GB_111원/1GB_55,490 ","HTS725050A7E630, 500GB_111원/1GB_55,390 ","HTS725050A7E630, 500GB_111원/1GB_55,380 ","HTS725050A7E630, 500GB_111원/1GB_55,370 ","HTS725050A7E630, 500GB_111원/1GB_55,350 ","HTS725050A7E630, 500GB_111원/1GB_55,250 ","HTS725050A7E630, 500GB_110원/1GB_55,150 ","HTS725050A7E630, 500GB_110원/1GB_55,090 ","HTS725050A7E630, 500GB_110원/1GB_55,080 ","HTS725050A7E630, 500GB_110원/1GB_55,060 ","HTS725050A7E630, 500GB_110원/1GB_54,970 ",0,"HTS725050A7E630, 500GB_110원/1GB_54,860 ","HTS725050A7E630, 500GB_110원/1GB_54,850 ","HTS725050A7E630, 500GB_110원/1GB_54,830 "
2324371,HGST Deskstar 7K1000.C SATA2/7200/16M/리퍼비시,"HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_98원/1GB_31,490 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_98원/1GB_31,460 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_98원/1GB_31,370 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_98원/1GB_31,370 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_98원/1GB_31,340 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_98원/1GB_31,340 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_97원/1GB_31,180 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_97원/1GB_31,180 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_97원/1GB_31,180 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_97원/1GB_31,020 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_97원/1GB_31,010 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_96원/1GB_30,820 ",0,0,0,0,"HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_96원/1GB_30,690 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_96원/1GB_30,690 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_96원/1GB_30,650 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_96원/1GB_30,620 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_95원/1GB_30,500 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_95원/1GB_30,290 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_94원/1GB_30,130 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_94원/1GB_30,090 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_94원/1GB_30,070 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_94원/1GB_29,970 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,880 HDS721032CLA362, 320GB_93원/1GB_29,870 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,860 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,780 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,770 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,710 ",0,0,"HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_92원/1GB_29,590 ",0,0,0,"HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_92원/1GB_29,430 "
2647372,HGST Deskstar 7K1000.C SATA2/7200/16M/리퍼비시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,700 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_93원/1GB_29,690 ",0,0,"HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_92원/1GB_29,570 ","HDS721050CLA362, 500GB_60원/1GB_30,000 HDS721032CLA362, 320GB_92원/1GB_29,470 ",0
3342768,HGST Deskstar 7K2000 SATA2/7200/32M/해외구매,"HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,320 ",0,0,0,0,0,0,0,0,"HDS722020ALA330, 2TB_46원/1GB_92,320 ","HDS722020ALA330, 2TB_46원/1GB_92,100 ","HDS722020ALA330, 2TB_46원/1GB_91,890 ","HDS722020ALA330, 2TB_46원/1GB_91,060 ","HDS722020ALA330, 2TB_46원/1GB_91,210 ","HDS722020ALA330, 2TB_46원/1GB_91,140 ","HDS722020ALA330, 2TB_46원/1GB_91,110 ","HDS722020ALA330, 2TB_46원/1GB_91,090 ","HDS722020ALA330, 2TB_46원/1GB_91,070 ","HDS722020ALA330, 2TB_46원/1GB_91,020 ","HDS722020ALA330, 2TB_46원/1GB_91,030 ","HDS722020ALA330, 2TB_46원/1GB_91,810 ","HDS722020ALA330, 2TB_46원/1GB_91,760 ",0,"HDS722020ALA330, 2TB_46원/1GB_91,660 ",0,"HDS722020ALA330, 2TB_44원/1GB_88,200 ","HDS722020ALA330, 2TB_44원/1GB_88,200 ","HDS722020ALA330, 2TB_44원/1GB_88,200 "
3328405,HGST Deskstar 7K3000 7200/64M/해외구매,"HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ",0,0,0,0,"HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ",0,"HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_79원/1GB_236,210 HDS723020BLA642, 2TB_136원/1GB_271,790 ","HDS723030ALA640, 3TB_80원/1GB_238,860 HDS723020BLA642, 2TB_136원/1GB_271,790 "
3318233,HGST Deskstar 7K3000 7200/64M/해외구매,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4937558,HGST Deskstar NAS  패키지 7200/128M,"HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ",0,0,0,0,"HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ",0,"HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 ","HDN726060ALE614, 4x6TB_42원/1GB_1,000,000 "
4897524,HGST Deskstar NAS 7200/128M,"HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ",0,0,0,0,"HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ",0,"HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 ","HDN726040ALE614, 4TB_44원/1GB_175,000 "
4897498,HGST Deskstar NAS 패키지 7200/128M,"HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ",0,"HDN728080ALE604, 4x8TB_40원/1GB_1,280,000 HDN728080ALE604, 2x8TB_41원/1GB_650,000 HDN728080ALE604, 8TB_41원/1GB_329,000 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_40원/1GB_1,280,000 HDN728080ALE604, 2x8TB_41원/1GB_650,000 HDN728080ALE604, 8TB_41원/1GB_329,000 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_40원/1GB_1,280,000 HDN728080ALE604, 2x8TB_41원/1GB_650,000 HDN728080ALE604, 8TB_41원/1GB_329,000 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 "
4854630,HGST Deskstar NAS 패키지 7200/128M,0,0,"HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ","HDN728080ALE604, 4x8TB_41원/1GB_1,320,000 HDN728080ALE604, 2x8TB_42원/1GB_670,000 HDN728080ALE604, 8TB_42원/1GB_338,390 HDN726060ALE610, 4x6TB_42원/1GB_1,000,000 HDN726060ALE614, 2x6TB_39원/1GB_470,000 HDN726060ALE614, 6TB_43원/1GB_259,000 HDN726040ALE614, 4x4TB_43원/1GB_680,000 HDN726040ALE614, 2x4TB_44원/1GB_350,000 HDN726040ALE614, 4TB_45원/1GB_179,000 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
