Id,Name,2020-07-06 17:27:48,2020-07-06 19:43:19,2020-07-07 09:21:42,2020-07-07 11:00:47,2020-07-07 11:50:47,2020-07-07 12:23:16,2020-07-08 08:53:25,2020-07-08 11:22:38,2020-07-08 12:12:50,2020-07-09 09:00:18,2020-07-10 09:06:21,2020-07-11 08:52:35,2020-07-11 09:18:32,2020-07-11 09:50:03,2020-07-11 10:22:04,2020-07-11 10:37:25,2020-07-11 12:21:26,2020-07-11 21:59:24,2020-07-12 09:39:30,2020-07-13 09:39:14,2020-07-14 09:38:34,2020-07-15 09:39:00,2020-07-16 09:38:47,2020-07-17 09:39:07,2020-07-18 09:39:05,2020-07-19 09:41:04,2020-07-20 09:40:14,2020-07-21 09:39:43,2020-07-22 09:39:30,2020-07-23 09:39:54,2020-07-24 09:40:29,2020-07-25 09:40:47,2020-07-26 09:42:00,2020-07-27 09:41:33,2020-07-28 09:40:48,2020-07-29 09:40:04,2020-07-30 09:41:23,2020-07-31 09:42:18
11845318,3RSYS APB BAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,가격비교예정,"9,450","9,440","9,440","9,440","9,440","9,440","9,440","9,440","9,440","9,440"
11845294,3RSYS APB BAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9637392,3RSYS APB BAR 35,"12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100",0,0,0,0,"12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100","12,100"
5384301,3RSYS FAN MATE,"7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680",0,0,0,0,"7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680","7,680"
6560889,3RSYS ICEAGE G3 380 그래픽카드 지지대,"15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150",0,0,0,0,"15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150","15,150",0,"15,150",0
6522928,3RSYS ICEAGE G3 380 그래픽카드 지지대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,150",0,"15,150"
6560905,3RSYS ICEAGE G3 460 그래픽카드 지지대,"15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000",0,0,0,0,"15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000"
7798183,3RSYS ICEAGE G4 그래픽카드 지지대,"11,790","11,790","11,790","11,790","11,790","11,790","11,790","11,790","11,790","11,790","11,900","11,900",0,0,0,0,"11,900","11,900","11,900","11,900","11,900","11,890","11,890","11,890","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
3662486,3RSYS ICEAIR A-2 PLUS,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000",0,0,0,0,0,0,0,0,0,0,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,940","4,940","4,940","4,940","4,940","4,940","4,880","4,880"
3662491,3RSYS ICEAIR A-2 PLUS,0,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,0,0,0,"5,000","5,000","5,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
