Id,Name,2021-09-01 10:05:58,2021-09-02 10:01:04,2021-09-03 10:00:07,2021-09-04 10:00:38,2021-09-05 10:03:14,2021-09-06 10:07:10,2021-09-07 09:59:08,2021-09-08 09:59:50,2021-09-09 10:03:49,2021-09-10 10:04:44,2021-09-11 10:00:20,2021-09-12 10:04:02,2021-09-13 10:03:53,2021-09-14 10:05:26,2021-09-15 10:01:23,2021-09-16 10:05:43,2021-09-17 10:08:30,2021-09-18 10:00:38,2021-09-19 10:03:05,2021-09-20 10:04:58,2021-09-21 10:03:14,2021-09-22 10:04:18,2021-09-23 10:06:25,2021-09-24 10:03:13,2021-09-26 10:04:23,2021-09-27 10:02:06,2021-09-28 10:03:18,2021-09-29 10:00:41,2021-09-30 10:08:12
11038104,AMD A4 7300 (리치랜드),"해외구매_18,380","해외구매_18,250","해외구매_18,230","해외구매_18,200","해외구매_18,110","해외구매_18,080","해외구매_17,950","해외구매_17,830","해외구매_17,710","해외구매_17,680","해외구매_17,570","해외구매_17,480","해외구매_17,480","해외구매_17,480","해외구매_17,480","해외구매_17,480","해외구매_19,160","해외구매_19,130","해외구매_19,100","해외구매_18,960","해외구매_18,950","해외구매_18,920","해외구매_18,810","해외구매_18,710","해외구매_18,680","해외구매_18,660",0,0,0
13500860,AMD A6 3600 (라노),"중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000","중고_50,000",0,0,0
9736854,AMD EPYC 7232P (롬),"정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950","정품_1,672,950",0,0,"정품_1,672,950","정품_1,672,950","정품_1,672,950",0,0,0
9736833,AMD EPYC 7262 (롬),0,"정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330",0,0,0,"정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330","정품_2,130,330",0,0,0
9736800,AMD EPYC 7272 (롬),"정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000","정품_1,210,000",0,0,0
9736794,AMD EPYC 7282 (롬),"정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000","정품_1,280,000",0,0,0
9736752,AMD EPYC 7302 (롬),"정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700","정품_3,641,700",0,0,"정품_3,641,700","정품_3,641,700","정품_3,641,700",0,0,0
9736716,AMD EPYC 7352 (롬),"정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000",0,0,0,0,0,0,"정품_2,450,000","정품_2,450,000","정품_2,450,000","정품_2,450,000",0,0,0
9736680,AMD EPYC 7452 (롬),0,0,0,0,0,0,0,0,"정품_7,360,450",0,0,0,0,"정품_7,360,450","정품_7,360,450","정품_7,360,450","정품_7,360,450","정품_7,360,450","정품_7,360,450","정품_7,360,450",0,0,0,"정품_7,360,450","정품_7,360,450","정품_7,360,450",0,0,0
9736638,AMD EPYC 7542 (롬),0,"정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000","정품_6,250,000",0,"정품_6,250,000","정품_6,250,000","정품_6,250,000",0,0,0
9736602,AMD EPYC 7642 (롬),"정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000","정품_8,720,000",0,0,0
9736071,AMD EPYC 7742 (롬),"정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000","정품_14,080,000",0,0,0
4143917,AMD FX 8300 (비쉐라),"중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490","중고_62,490",0,0,0
5448913,AMD 라이젠 스레드리퍼 1900X (화이트헤븐),"정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900","정품_548,500|해외구매_262,900",0,0,0
5565155,AMD 라이젠 스레드리퍼 1920X (화이트헤븐),"해외구매_212,198","해외구매_212,297","해외구매_212,297","해외구매_211,158","해외구매_210,693","해외구매_210,574","해외구매_210,574","해외구매_210,824","해외구매_210,781","해외구매_210,781","해외구매_212,792","해외구매_212,792","해외구매_213,424","해외구매_213,424","해외구매_213,757","해외구매_213,369","해외구매_213,369","해외구매_212,636","해외구매_214,743","해외구매_214,743","해외구매_214,743","해외구매_216,221","해외구매_215,697","해외구매_215,293","해외구매_214,146","해외구매_214,146",0,0,0
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),0,0,0,0,"해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400","해외구매_700,400",0,0,0
10946196,AMD 라이젠 스레드리퍼 2920X (콜팩스),0,0,0,"해외구매_1,350,000","해외구매_1,350,000","해외구매_1,350,000","해외구매_1,350,000","해외구매_1,350,000","해외구매_1,350,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"해외구매_1,350,000","해외구매_1,350,000",0,0,0
